,start_year,eruptions
98,-7520.0,1.0
99,-7510.0,1.0
100,-7500.0,3.0
101,-7490.0,1.0
102,-7480.0,1.0
103,-7460.0,1.0
104,-7450.0,5.0
105,-7430.0,2.0
106,-7420.0,4.0
107,-7410.0,1.0
108,-7400.0,4.0
109,-7390.0,1.0
110,-7380.0,2.0
111,-7370.0,1.0
112,-7350.0,5.0
113,-7340.0,1.0
114,-7330.0,1.0
115,-7320.0,1.0
116,-7310.0,2.0
117,-7300.0,6.0
118,-7290.0,1.0
119,-7270.0,2.0
120,-7260.0,2.0
121,-7250.0,6.0
122,-7240.0,1.0
123,-7220.0,1.0
124,-7210.0,3.0
125,-7200.0,2.0
126,-7190.0,1.0
127,-7180.0,1.0
128,-7150.0,4.0
129,-7148.0,1.0
130,-7140.0,1.0
131,-7130.0,1.0
132,-7100.0,4.0
133,-7087.0,1.0
134,-7050.0,22.0
135,-7030.0,2.0
136,-7020.0,1.0
137,-7000.0,3.0
138,-6955.0,1.0
139,-6950.0,6.0
140,-6940.0,1.0
141,-6930.0,1.0
142,-6910.0,1.0
143,-6890.0,3.0
144,-6880.0,2.0
145,-6850.0,4.0
146,-6830.0,1.0
147,-6820.0,2.0
148,-6800.0,4.0
149,-6766.0,1.0
150,-6760.0,2.0
151,-6750.0,4.0
152,-6721.0,1.0
153,-6720.0,1.0
154,-6710.0,2.0
155,-6700.0,1.0
156,-6690.0,1.0
157,-6670.0,2.0
158,-6660.0,1.0
159,-6650.0,11.0
160,-6640.0,1.0
161,-6614.0,1.0
162,-6610.0,1.0
163,-6600.0,3.0
164,-6590.0,1.0
165,-6580.0,1.0
166,-6560.0,1.0
167,-6555.0,1.0
168,-6550.0,14.0
169,-6540.0,1.0
170,-6520.0,1.0
171,-6510.0,2.0
172,-6500.0,2.0
173,-6490.0,1.0
174,-6480.0,1.0
175,-6476.0,1.0
176,-6471.0,1.0
177,-6470.0,1.0
178,-6450.0,6.0
179,-6440.0,1.0
180,-6400.0,5.0
181,-6397.0,1.0
182,-6380.0,2.0
183,-6360.0,1.0
184,-6350.0,6.0
185,-6340.0,1.0
186,-6338.0,1.0
187,-6320.0,1.0
188,-6310.0,3.0
189,-6300.0,6.0
190,-6280.0,1.0
191,-6273.0,1.0
192,-6270.0,1.0
193,-6250.0,9.0
194,-6240.0,1.0
195,-6230.0,2.0
196,-6220.0,3.0
197,-6213.0,1.0
198,-6210.0,1.0
199,-6200.0,5.0
200,-6190.0,2.0
201,-6170.0,1.0
202,-6150.0,6.0
203,-6140.0,1.0
204,-6130.0,1.0
205,-6120.0,1.0
206,-6110.0,1.0
207,-6100.0,3.0
208,-6060.0,1.0
209,-6050.0,26.0
210,-6030.0,2.0
211,-6020.0,1.0
212,-6000.0,5.0
213,-5995.0,1.0
214,-5990.0,1.0
215,-5980.0,2.0
216,-5960.0,1.0
217,-5950.0,5.0
218,-5940.0,3.0
219,-5930.0,1.0
220,-5920.0,1.0
221,-5910.0,1.0
222,-5900.0,2.0
223,-5890.0,2.0
224,-5881.0,1.0
225,-5880.0,1.0
226,-5870.0,1.0
227,-5860.0,1.0
228,-5857.0,1.0
