Volcano Name,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Country,Region,Latitude,Longitude,Elevation,Primary Volcano Type,Status
Concepcion,2.0,1988.0,6.0,16.0,,,,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,1.0,1985.0,12.0,2.0,1986.0,4.0,20.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1984.0,12.0,16.0,1985.0,1.0,2.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1983.0,3.0,16.0,1983.0,3.0,25.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1982.0,1.0,15.0,1982.0,2.0,14.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1978.0,3.0,30.0,1978.0,5.0,16.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1977.0,4.0,4.0,1977.0,5.0,3.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1973.0,12.0,24.0,1974.0,1.0,12.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,1.0,1963.0,5.0,9.0,,,,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1962.0,6.0,16.0,1962.0,6.0,16.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1957.0,3.0,27.0,1957.0,7.0,16.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1951.0,7.0,16.0,1955.0,5.0,16.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,1.0,1948.0,0.0,0.0,1950.0,7.0,2.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1944.0,4.0,0.0,1945.0,12.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1935.0,2.0,0.0,1935.0,2.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1929.0,8.0,0.0,1929.0,10.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1928.0,1.0,25.0,,,,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1921.0,12.0,0.0,1926.0,5.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1918.0,1.0,0.0,1919.0,7.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1907.0,9.0,0.0,1910.0,0.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1902.0,0.0,0.0,,,,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1891.0,4.0,0.0,1891.0,4.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1884.0,0.0,0.0,1886.0,0.0,0.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,2.0,1883.0,4.0,5.0,1883.0,6.0,30.0,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Concepcion,4.0,-770.0,0.0,0.0,,,,Nicaragua,México and Central America,11.538,-85.622,1700,Stratovolcano,
Copahue,,2017.0,6.0,4.0,2017.0,11.0,27.0,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,2015.0,9.0,18.0,2016.0,12.0,30.0,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,1.0,2014.0,7.0,4.0,2014.0,12.0,2.0,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,2012.0,12.0,22.0,2013.0,12.0,10.0,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,2000.0,7.0,1.0,2000.0,10.0,18.0,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1995.0,9.0,16.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1994.0,12.0,16.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1992.0,7.0,22.0,1993.0,7.0,2.0,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1961.0,7.0,2.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,,1960.0,7.0,2.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,,1944.0,0.0,0.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1937.0,0.0,0.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1867.0,0.0,0.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,2.0,1750.0,0.0,0.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,,-250.0,0.0,0.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Copahue,,-6820.0,0.0,0.0,,,,Chile-Argentina,South America,-37.856,-71.183,2953,Stratovolcano,
Corcovado,,-4920.0,0.0,0.0,,,,Chile,South America,-43.189,-72.794,1826,Stratovolcano,
Corcovado,,-6030.0,0.0,0.0,,,,Chile,South America,-43.189,-72.794,1826,Stratovolcano,
Corcovado,,-6640.0,0.0,0.0,,,,Chile,South America,-43.189,-72.794,1826,Stratovolcano,
Cosiguina,,1859.0,8.0,25.0,,,,Nicaragua,México and Central America,12.98,-87.57,872,Stratovolcano,Historical
Cosiguina,2.0,1852.0,12.0,0.0,,,,Nicaragua,México and Central America,12.98,-87.57,872,Stratovolcano,Historical
Cosiguina,5.0,1835.0,1.0,20.0,1835.0,1.0,25.0,Nicaragua,México and Central America,12.98,-87.57,872,Stratovolcano,Historical
Cosiguina,,1709.0,0.0,0.0,,,,Nicaragua,México and Central America,12.98,-87.57,872,Stratovolcano,Historical
Cosiguina,,1500.0,0.0,0.0,,,,Nicaragua,México and Central America,12.98,-87.57,872,Stratovolcano,Historical
Cotopaxi,2.0,2015.0,8.0,14.0,2016.0,1.0,24.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1940.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1939.0,2.0,2.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1931.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1926.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1922.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,1.0,1908.0,0.0,0.0,1914.0,0.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1907.0,6.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1906.0,8.0,21.0,1906.0,9.0,19.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1905.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1903.0,9.0,26.0,1904.0,12.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1895.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1886.0,1.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1885.0,7.0,23.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1883.0,12.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1883.0,8.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1882.0,1.0,0.0,1882.0,3.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1880.0,2.0,0.0,1880.0,7.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1879.0,2.0,26.0,1879.0,6.0,19.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1878.0,8.0,23.0,1878.0,8.0,24.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,1877.0,1.0,0.0,1877.0,9.0,2.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1870.0,0.0,0.0,1876.0,0.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1869.0,7.0,0.0,1869.0,8.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1868.0,8.0,15.0,1868.0,8.0,16.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1867.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1866.0,9.0,21.0,1866.0,9.0,26.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1863.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1860.0,0.0,0.0,1862.0,0.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1859.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1858.0,11.0,0.0,1858.0,12.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1857.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1856.0,10.0,0.0,1856.0,12.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1856.0,5.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1855.0,11.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1854.0,9.0,14.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1854.0,4.0,3.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1853.0,9.0,13.0,1853.0,9.0,15.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1852.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1851.0,6.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1850.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1845.0,4.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1844.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1803.0,1.0,4.0,1803.0,1.0,5.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,1768.0,4.0,4.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1766.0,2.0,10.0,1766.0,12.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1750.0,9.0,2.0,1750.0,9.0,4.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1747.0,0.0,0.0,1749.0,0.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1746.0,2.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,1744.0,5.0,0.0,1744.0,12.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1743.0,9.0,27.0,1743.0,10.0,4.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1743.0,4.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1742.0,12.0,9.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1742.0,6.0,15.0,1742.0,7.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1740.0,0.0,0.0,1741.0,0.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1738.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,1698.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,1534.0,6.0,0.0,1534.0,7.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,1533.0,10.0,0.0,1533.0,11.0,0.0,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,1532.0,11.0,15.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,1350.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,,1260.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,1130.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,950.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,770.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,740.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,,550.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,,370.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,180.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,150.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,70.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,3.0,-50.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,-230.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,-400.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,4.0,-1050.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,,-1510.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,-2050.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,,-2220.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,,-2250.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,-2640.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,-3280.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,-3880.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,-4350.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,5.0,-5820.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Cotopaxi,2.0,-7690.0,0.0,0.0,,,,Ecuador,South America,-0.677,-78.436,5911,Stratovolcano,Historical
Crater Lake,,-2850.0,0.0,0.0,,,,United States,Canada and Western USA,42.93,-122.12,2487,Caldera,Radiocarbon
Crater Lake,,-5250.0,0.0,0.0,,,,United States,Canada and Western USA,42.93,-122.12,2487,Caldera,Radiocarbon
Crater Lake,0.0,-5550.0,0.0,0.0,,,,United States,Canada and Western USA,42.93,-122.12,2487,Caldera,Radiocarbon
Crater Lake,7.0,-5680.0,,,,,,United States,Canada and Western USA,42.93,-122.12,2487,Caldera,Radiocarbon
Crater Lake,6.0,-5900.0,0.0,0.0,,,,United States,Canada and Western USA,42.93,-122.12,2487,Caldera,Radiocarbon
Craters of the Moon,0.0,-130.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-260.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-350.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-1680.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-2560.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-4070.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-4250.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-4600.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-5470.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-5890.0,0.0,0.0,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-8290.0,,,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-8720.0,,,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-9050.0,,,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Craters of the Moon,0.0,-10060.0,,,,,,United States,Canada and Western USA,43.42,-113.5,2005,Pyroclastic cone(s),Radiocarbon
Cuicocha,,650.0,0.0,0.0,,,,Ecuador,South America,0.308,-78.364,3246,Caldera,
Cuicocha,,-950.0,0.0,0.0,,,,Ecuador,South America,0.308,-78.364,3246,Caldera,
Cuicocha,5.0,-1150.0,0.0,0.0,,,,Ecuador,South America,0.308,-78.364,3246,Caldera,
Cuicocha,,-2550.0,0.0,0.0,,,,Ecuador,South America,0.308,-78.364,3246,Caldera,
Cumbal,2.0,1926.0,12.0,20.0,1926.0,12.0,21.0,Colombia,South America,0.95,-77.87,4764,Stratovolcano,
Cumbal,2.0,1877.0,12.0,0.0,,,,Colombia,South America,0.95,-77.87,4764,Stratovolcano,
"Cumbres,  Las",,-3920.0,0.0,0.0,,,,Mexico,México and Central America,19.15,-97.27,3940,Stratovolcano,
Curacoa,1.0,1979.0,5.0,14.0,,,,Tonga,New Zealand to Fiji,-15.62,-173.67,-33,Submarine,Historical
Curacoa,3.0,1973.0,7.0,11.0,1973.0,7.0,16.0,Tonga,New Zealand to Fiji,-15.62,-173.67,-33,Submarine,Historical
Dabbahu,3.0,2005.0,9.0,26.0,2005.0,9.0,29.0,Ethiopia,Africa and Red Sea,12.595,40.48,1401,Stratovolcano,
Dabbahu,,-3450.0,,,,,,Ethiopia,Africa and Red Sea,12.595,40.48,1401,Stratovolcano,
Dabbahu,,-4450.0,,,,,,Ethiopia,Africa and Red Sea,12.595,40.48,1401,Stratovolcano,
Dabbahu,,-5850.0,,,,,,Ethiopia,Africa and Red Sea,12.595,40.48,1401,Stratovolcano,
Dakataua,2.0,1895.0,0.0,0.0,,,,Papua New Guinea,Melanesia and Australia,-5.094,150.094,408,Caldera,
Dakataua,,800.0,,,,,,Papua New Guinea,Melanesia and Australia,-5.094,150.094,408,Caldera,
Dakataua,6.0,653.0,,,,,,Papua New Guinea,Melanesia and Australia,-5.094,150.094,408,Caldera,
Dallol,0.0,2011.0,1.0,4.0,2011.0,1.0,4.0,Ethiopia,Africa and Red Sea,14.242,40.3,-48,Explosion crater(s),Historical
Dallol,1.0,1926.0,0.0,0.0,,,,Ethiopia,Africa and Red Sea,14.242,40.3,-48,Explosion crater(s),Historical
Dama Ali,,1631.0,2.0,14.0,,,,Ethiopia,Africa and Red Sea,11.28,41.63,1068,Shield,Historical
Damavand,0.0,-5350.0,0.0,0.0,,,,Iran,Middle East and Indian Ocean,35.951,52.109,5670,Stratovolcano,
Dana,5.0,-1890.0,0.0,0.0,,,,United States,Alaska,55.641,-161.214,1354,Stratovolcano,
Dar-Alages,,-2000.0,0.0,0.0,,,,Armenia,Mediterranean and Western Asia,39.704,45.551,1637,Volcanic field(s),
Darwin,2.0,1813.0,6.0,6.0,1813.0,6.0,7.0,Ecuador,South America,-0.18,-91.28,1330,Shield,
Darwin,0.0,1150.0,0.0,0.0,,,,Ecuador,South America,-0.18,-91.28,1330,Shield,
Darwin,0.0,210.0,0.0,0.0,,,,Ecuador,South America,-0.18,-91.28,1330,Shield,
Davis Lake,,-2790.0,0.0,0.0,,,,United States,Canada and Western USA,43.57,-121.82,2163,Volcanic field,Radiocarbon
Dawson Strait Group,,1350.0,0.0,0.0,,,,Papua New Guinea,Melanesia and Australia,-9.62,150.88,500,Volcanic field,Hydration Rind
Deception Island,3.0,1970.0,8.0,12.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,3.0,1969.0,2.0,21.0,1969.0,3.0,16.0,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,3.0,1967.0,12.0,4.0,1967.0,12.0,7.0,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,3.0,1912.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,1871.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,2.0,1842.0,2.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,1827.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,1800.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,1641.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,1500.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,1200.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,900.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,600.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,100.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-100.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-250.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-550.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-700.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-750.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-800.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-1550.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-2750.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-3250.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Deception Island,,-6750.0,0.0,0.0,,,,Antarctica,Antarctica,-63.001,-60.652,602,Caldera,
Dempo,,2017.0,11.0,9.0,2017.0,11.0,9.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,1.0,2009.0,1.0,1.0,2009.0,1.0,1.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,1.0,2006.0,9.0,25.0,2006.0,9.0,25.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,1.0,1994.0,10.0,16.0,1994.0,10.0,16.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1974.0,2.0,26.0,1974.0,10.0,20.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1973.0,1.0,24.0,1973.0,1.0,25.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1964.0,2.0,14.0,1964.0,2.0,14.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1940.0,7.0,0.0,,,,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1939.0,12.0,19.0,1940.0,2.0,21.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1939.0,7.0,18.0,1939.0,7.0,30.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1936.0,11.0,26.0,1936.0,11.0,27.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1934.0,1.0,24.0,1934.0,4.0,25.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,2.0,1926.0,4.0,22.0,1926.0,4.0,24.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
Dempo,1.0,1923.0,5.0,19.0,1923.0,5.0,19.0,Indonesia,Indonesia,-4.03,103.13,3173,Stratovolcano(es),Historical
