,Volcano Name,Country,Region,Latitude,Longitude,Elevation,Primary Volcano Type,Status
1517,Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,143.0,Shield volcano,Holocene
1518,Walo,Papua New Guinea,New Britain-SW Pac,-5.53,150.9,15.0,Hydrothermal field,Hot Springs
1519,Wapi Lava Field,United States,US-Idaho,42.88,-113.22,1604.0,Shield volcano,Radiocarbon
1520,Washiba-Kumonotaira,Japan,Honshu-Japan,36.4,137.5,2924.0,Shield volcano,Tephrochronology
1521,"Watt, Morne",Dominica,W Indies,15.307,-61.305,1224.0,Stratovolcanoes,Historical
1522,Wau-en-Namus,Libya,Africa-N,25.05,17.55,547.0,Caldera,Holocene?
1523,Wayang-Windu,Indonesia,Java,-7.207999999999999,107.63,2182.0,Lava dome,Fumarolic
1524,Wells Gray-Clearwater,Canada,Canada,52.33,-120.57,2015.0,Cinder cone,Dendrochronology
1525,West Crater,United States,US-Washington,45.88,-122.08,1329.0,Volcanic field,Radiocarbon
1526,West Eifel Volc Field,Germany,Germany,50.17,6.85,600.0,Maar,Radiocarbon
1527,West Mata,Tonga,Tonga-SW Pacific,-15.1,-173.75,-1174.0,Submarine volcano,Historical
1528,Westdahl,United States,Aleutian Is,54.52,-164.65,1654.0,Stratovolcano,Historical
1529,Whangarei,New Zealand,New Zealand,-35.75,174.27,397.0,Cinder cone,Holocene
1530,White Island,New Zealand,New Zealand,-37.52,177.18,321.0,Stratovolcano,Historical
1531,Wilis,Indonesia,Java,-7.808,111.758,2563.0,Stratovolcano,Holocene
1532,"Wolf, Volcan",Ecuador,Galapagos,0.02,-91.35,1710.0,Shield volcano,Historical
1533,Wrangell,United States,Alaska-E,62.0,-144.02,4317.0,Shield volcano,Historical
1534,Wudalianchi,China,China-E,48.72,126.12,597.0,Volcanic field,Historical
1535,Wurlali,Indonesia,Banda Sea,-7.125,128.675,868.0,Stratovolcano,Historical
1536,Xianjindao,North Korea,Korea,41.33,128.0,0.0,Unknown,Historical
1537,Yake-dake,Japan,Honshu-Japan,36.22,137.58,2455.0,Stratovolcano,Historical
1538,Yali,Greece,Greece,36.63,27.1,176.0,Lava dome,Holocene
1539,Yangudi,Ethiopia,Africa-NE,10.58,41.042,1383.0,Complex volcano,Holocene
1540,Yantarni,United States,Alaska Peninsula,57.02,-157.18,1336.0,Stratovolcano,Tephrochronology
1541,Yanteles,Chile,Chile-S,-43.5,-72.8,2042.0,Stratovolcanoes,Radiocarbon
1542,"Yanteles, Cerro",Chile,Chile-S,-43.42,-72.83,2050.0,Stratovolcano,Historical
1543,"Yar, Jabal",Saudi Arabia,Arabia-W,17.05,42.83,305.0,Volcanic field,Historical
1544,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.52,169.425,361.0,Stratovolcano,Historical
1545,Yate,Chile,Chile-S,-41.755,-72.396,2187.0,Stratovolcano,Holocene
1546,Yelia,Papua New Guinea,New Guinea,-7.05,145.858,3384.0,Stratovolcano,Holocene
1547,Yellowstone,United States,US-Wyoming,44.43,-110.67,2805.0,Caldera,Tephrochronology
1548,Yersey,Indonesia,Lesser Sunda Is,-7.53,123.95,-3800.0,Submarine volcano,Uncertain
1549,"Yojoa, Lake",Honduras,Honduras,14.98,-87.98,1090.0,Volcanic field,Holocene
1550,Yomba,Papua New Guinea,New Guinea-NE of,-4.92,146.75,0.0,Unknown,Uncertain
1551,Yotei,Japan,Hokkaido-Japan,42.83,140.82,1893.0,Stratovolcano,Radiocarbon
1552,Young Island,Antarctica,Antarctica,-66.42,162.45,1340.0,Stratovolcano,Fumarolic
1553,Yucamane,Peru,Peru,-17.18,-70.2,5550.0,Stratovolcano,Historical
1554,"Yumia, Cerro",Bolivia,Bolivia,-21.5,-67.5,4050.0,Cone,Holocene
1555,Yunaska,United States,Aleutian Is,52.63,-170.63,550.0,Shield volcano,Historical
1556,"Zacate Grande, Isla",Honduras,Honduras,13.33,-87.63,600.0,Stratovolcano,Holocene
1557,Zao,Japan,Honshu-Japan,38.15,140.45,1841.0,Complex volcano,Historical
1558,Zaozerny,Russia,Kamchatka,56.88,159.95,1349.0,Shield volcano,Holocene
1559,Zapatera,Nicaragua,Nicaragua,11.73,-85.82,629.0,Shield volcano,Holocene
1560,Zavaritsky,Russia,Kamchatka,53.905,158.385,1567.0,Cinder cones,Radiocarbon
1562,Zavaritzki Caldera,Russia,Kuril Is,46.925,151.95,624.0,Caldera,Historical
1563,Zavodovski,Antarctica,Antarctica,-56.3,-27.57,551.0,Stratovolcano,Historical
1564,Zengyu,Taiwan,Taiwan-N of,26.18,122.458,-418.0,Submarine volcano,Historical
1565,Zheltovsky,Russia,Kamchatka,51.57,157.32299999999998,1953.0,Stratovolcano,Historical
1566,Zhupanovsky,Russia,Kamchatka,53.59,159.14700000000002,2958.0,Compound volcano,Historical
1567,Zimina,Russia,Kamchatka,55.861999999999995,160.60299999999998,3081.0,Stratovolcano,Holocene
1568,"Zubair, Jebel",Yemen,Red Sea,15.05,42.18,191.0,Shield volcano,Historical
1569,Zukur,Yemen,Red Sea,14.02,42.75,624.0,Shield volcano,Holocene
1570,Zuni-Bandera,United States,US-New Mexico,34.8,-108.0,2550.0,Volcanic field,Anthropology
