,Volcano Name,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Country_x,Region_x,Latitude,Longitude_x,Elevation_x,Primary Volcano Type_x,Status,Country_y,Region_y,Longitude_y,Elevation_y,Primary Volcano Type_y
7988,Shiretoko-Iozan,2.0,1889.0,8.0,9.0,1889.0,10.0,7.0,Japan,"Japan, Taiwan, Marianas",44.133,145.161,1562,Stratovolcano,,Japan,"Japan, Taiwan, Marianas",145.161,1562,Stratovolcano
7989,Shiretoko-Iozan,2.0,1876.0,9.0,23.0,1876.0,9.0,26.0,Japan,"Japan, Taiwan, Marianas",44.133,145.161,1562,Stratovolcano,,Japan,"Japan, Taiwan, Marianas",145.161,1562,Stratovolcano
7990,Shiretoko-Iozan,,1857.0,0.0,0.0,1858.0,0.0,0.0,Japan,"Japan, Taiwan, Marianas",44.133,145.161,1562,Stratovolcano,,Japan,"Japan, Taiwan, Marianas",145.161,1562,Stratovolcano
7991,Shiretoko-Iozan,,850.0,0.0,0.0,,,,Japan,"Japan, Taiwan, Marianas",44.133,145.161,1562,Stratovolcano,,Japan,"Japan, Taiwan, Marianas",145.161,1562,Stratovolcano
7992,Shishaldin,1.0,2014.0,1.0,28.0,2015.0,10.0,16.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7993,Shishaldin,2.0,2004.0,2.0,17.0,2004.0,7.0,16.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7994,Shishaldin,3.0,1999.0,3.0,13.0,1999.0,5.0,27.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7995,Shishaldin,1.0,1998.0,11.0,4.0,1998.0,11.0,4.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7996,Shishaldin,1.0,1997.0,6.0,2.0,1997.0,6.0,2.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7997,Shishaldin,3.0,1995.0,12.0,23.0,1996.0,5.0,16.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7998,Shishaldin,2.0,1993.0,9.0,4.0,1993.0,10.0,29.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
7999,Shishaldin,2.0,1986.0,3.0,19.0,1987.0,2.0,15.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8000,Shishaldin,2.0,1979.0,2.0,16.0,,,,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8001,Shishaldin,2.0,1978.0,2.0,8.0,1978.0,2.0,9.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8002,Shishaldin,2.0,1976.0,1.0,16.0,1976.0,9.0,28.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
8003,Shishaldin,2.0,1975.0,9.0,13.0,1975.0,10.0,26.0,United States,Alaska,54.756,-163.97,2857,Stratovolcano,,United States,Alaska,-163.97,2857,Stratovolcano
