,Volcano Number,Volcano Name,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude,Country,Region,Elevation,Evidence Category,Primary Volcano Type
0,210010,West Eifel Volcanic Field,,-8300.0,0.0,0.0,,,,50.17,6.85,Germany,Mediterranean and Western Asia,600,Eruption Dated,Maar(s)
1,210010,West Eifel Volcanic Field,,-8740.0,0.0,0.0,,,,50.17,6.85,Germany,Mediterranean and Western Asia,600,Eruption Dated,Maar(s)
2,210020,Chaine des Puys,,-4040.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
3,210020,Chaine des Puys,,-5760.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
4,210020,Chaine des Puys,,-6020.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
5,210020,Chaine des Puys,,-6250.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
6,210020,Chaine des Puys,,-6550.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
7,210020,Chaine des Puys,,-7020.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
8,210020,Chaine des Puys,,-7740.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
9,210020,Chaine des Puys,,-7840.0,0.0,0.0,,,,45.775,2.97,France,Mediterranean and Western Asia,1464,Eruption Dated,Lava dome(s)
10,210040,Calatrava Volcanic Field,,-3600.0,0.0,0.0,,,,38.87,-4.02,Spain,Mediterranean and Western Asia,1117,Eruption Dated,Pyroclastic cone(s)
11,211001,Larderello,3.0,1282.0,0.0,0.0,,,,43.25,10.87,Italy,Mediterranean and Western Asia,500,Eruption Observed,Explosion crater(s)
12,211003,Vulsini,,-104.0,0.0,0.0,,,,42.6,11.93,Italy,Mediterranean and Western Asia,800,Eruption Observed,Caldera
13,211010,Campi Flegrei,3.0,1538.0,9.0,29.0,1538.0,10.0,6.0,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
14,211010,Campi Flegrei,1.0,1198.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
15,211010,Campi Flegrei,4.0,-1650.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
16,211010,Campi Flegrei,4.0,-1870.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
17,211010,Campi Flegrei,4.0,-2000.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
18,211010,Campi Flegrei,3.0,-2040.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
19,211010,Campi Flegrei,2.0,-2080.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
20,211010,Campi Flegrei,5.0,-2150.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
21,211010,Campi Flegrei,,-2220.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
22,211010,Campi Flegrei,3.0,-2330.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
23,211010,Campi Flegrei,,-2440.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
24,211010,Campi Flegrei,4.0,-2500.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
25,211010,Campi Flegrei,,-2580.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
26,211010,Campi Flegrei,,-2890.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
27,211010,Campi Flegrei,,-6300.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
28,211010,Campi Flegrei,3.0,-6490.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
29,211010,Campi Flegrei,4.0,-6650.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
30,211010,Campi Flegrei,,-7590.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
31,211010,Campi Flegrei,3.0,-7980.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
32,211010,Campi Flegrei,4.0,-8480.0,0.0,0.0,,,,40.827,14.139,Italy,Mediterranean and Western Asia,458,Eruption Observed,Caldera
33,211020,Vesuvius,3.0,1913.0,7.0,5.0,1944.0,4.0,4.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
34,211020,Vesuvius,4.0,1875.0,12.0,18.0,1906.0,4.0,22.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
35,211020,Vesuvius,3.0,1870.0,12.0,0.0,1872.0,4.0,30.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
36,211020,Vesuvius,2.0,1864.0,2.0,10.0,1868.0,11.0,26.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
37,211020,Vesuvius,3.0,1855.0,12.0,19.0,1861.0,12.0,31.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
38,211020,Vesuvius,3.0,1854.0,12.0,14.0,1855.0,5.0,27.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
39,211020,Vesuvius,2.0,1841.0,9.0,20.0,1850.0,2.0,16.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
40,211020,Vesuvius,3.0,1835.0,1.0,0.0,1839.0,1.0,3.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
41,211020,Vesuvius,3.0,1824.0,7.0,2.0,1834.0,9.0,2.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
42,211020,Vesuvius,3.0,1796.0,1.0,0.0,1822.0,11.0,16.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
43,211020,Vesuvius,3.0,1783.0,8.0,18.0,1794.0,7.0,5.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
44,211020,Vesuvius,3.0,1770.0,2.0,15.0,1779.0,10.0,4.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
45,211020,Vesuvius,3.0,1764.0,0.0,0.0,1767.0,10.0,27.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
46,211020,Vesuvius,3.0,1744.0,11.0,0.0,1761.0,1.0,6.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
47,211020,Vesuvius,1.0,1742.0,0.0,0.0,1743.0,0.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
48,211020,Vesuvius,3.0,1732.0,12.0,25.0,1737.0,6.0,4.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
49,211020,Vesuvius,3.0,1724.0,9.0,4.0,1730.0,4.0,1.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
50,211020,Vesuvius,3.0,1708.0,8.0,14.0,1723.0,7.0,8.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
51,211020,Vesuvius,3.0,1701.0,7.0,1.0,1707.0,8.0,22.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
52,211020,Vesuvius,3.0,1697.0,9.0,15.0,1698.0,7.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
53,211020,Vesuvius,2.0,1696.0,7.0,31.0,1696.0,8.0,14.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
54,211020,Vesuvius,3.0,1685.0,10.0,3.0,1694.0,4.0,29.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
55,211020,Vesuvius,3.0,1682.0,8.0,12.0,1682.0,8.0,22.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
56,211020,Vesuvius,3.0,1654.0,2.0,25.0,1680.0,3.0,28.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
57,211020,Vesuvius,2.0,1637.0,7.0,1.0,1652.0,12.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
58,211020,Vesuvius,5.0,1631.0,12.0,16.0,1632.0,1.0,31.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
59,211020,Vesuvius,1.0,1570.0,0.0,0.0,1572.0,0.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
60,211020,Vesuvius,2.0,1500.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
61,211020,Vesuvius,3.0,1150.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
62,211020,Vesuvius,3.0,1139.0,6.0,1.0,1139.0,6.0,9.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
63,211020,Vesuvius,3.0,1037.0,1.0,27.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
64,211020,Vesuvius,3.0,1006.0,12.0,31.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
65,211020,Vesuvius,3.0,999.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
66,211020,Vesuvius,3.0,991.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
67,211020,Vesuvius,4.0,968.0,12.0,1.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
68,211020,Vesuvius,0.0,900.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
69,211020,Vesuvius,0.0,860.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
70,211020,Vesuvius,3.0,787.0,10.0,15.0,788.0,1.0,15.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
71,211020,Vesuvius,4.0,685.0,2.0,0.0,685.0,3.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
72,211020,Vesuvius,,536.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
73,211020,Vesuvius,4.0,512.0,7.0,8.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
74,211020,Vesuvius,5.0,472.0,11.0,5.0,472.0,11.0,6.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
75,211020,Vesuvius,2.0,379.0,0.0,0.0,395.0,0.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
76,211020,Vesuvius,2.0,222.0,0.0,0.0,235.0,0.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
77,211020,Vesuvius,4.0,203.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
78,211020,Vesuvius,3.0,172.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
79,211020,Vesuvius,5.0,79.0,10.0,24.0,79.0,10.0,28.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
80,211020,Vesuvius,3.0,-217.0,0.0,0.0,-216.0,0.0,0.0,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
81,211020,Vesuvius,3.0,-600.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
82,211020,Vesuvius,4.0,-880.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
83,211020,Vesuvius,4.0,-1430.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
84,211020,Vesuvius,4.0,-1550.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
85,211020,Vesuvius,5.0,-2420.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
86,211020,Vesuvius,5.0,-6940.0,0.0,0.0,,,,40.821,14.426,Italy,Mediterranean and Western Asia,1281,Eruption Observed,Stratovolcano
87,211030,Ischia,,1302.0,1.0,18.0,1302.0,3.0,0.0,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
88,211030,Ischia,,1290.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
89,211030,Ischia,,820.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
90,211030,Ischia,,540.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
91,211030,Ischia,,295.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
92,211030,Ischia,,145.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
93,211030,Ischia,,80.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
94,211030,Ischia,3.0,40.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
95,211030,Ischia,,-6.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
96,211030,Ischia,,-91.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
97,211030,Ischia,,-200.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
98,211030,Ischia,,-370.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
99,211030,Ischia,,-470.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
100,211030,Ischia,,-490.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
101,211030,Ischia,,-700.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
102,211030,Ischia,,-930.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
103,211030,Ischia,,-1480.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
104,211030,Ischia,,-2350.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
105,211030,Ischia,,-2700.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
106,211030,Ischia,,-3050.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
107,211030,Ischia,,-3580.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
108,211030,Ischia,,-3880.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
109,211030,Ischia,,-7550.0,0.0,0.0,,,,40.73,13.897,Italy,Mediterranean and Western Asia,789,Eruption Observed,Complex
110,211031,Palinuro,,-8040.0,0.0,0.0,,,,39.48,14.83,Italy,Mediterranean and Western Asia,-70,Eruption Dated,Submarine
111,211040,Stromboli,2.0,1934.0,2.0,2.0,2018.0,1.0,19.0,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
112,211040,Stromboli,2.0,1932.0,6.0,3.0,1932.0,6.0,3.0,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
113,211040,Stromboli,3.0,1910.0,5.0,0.0,1931.0,7.0,0.0,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
114,211040,Stromboli,3.0,1890.0,0.0,0.0,1907.0,5.0,29.0,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
115,211040,Stromboli,3.0,1857.0,0.0,0.0,1889.0,6.0,26.0,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
116,211040,Stromboli,3.0,1558.0,0.0,0.0,1857.0,0.0,0.0,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
117,211040,Stromboli,2.0,950.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
118,211040,Stromboli,3.0,550.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
119,211040,Stromboli,2.0,250.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
120,211040,Stromboli,2.0,150.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
121,211040,Stromboli,2.0,50.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
122,211040,Stromboli,2.0,-50.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
123,211040,Stromboli,2.0,-210.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
124,211040,Stromboli,2.0,-350.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
125,211040,Stromboli,3.0,-4050.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
126,211040,Stromboli,2.0,-4250.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
127,211040,Stromboli,0.0,-4550.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
128,211040,Stromboli,2.0,-4800.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
129,211040,Stromboli,0.0,-5050.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
130,211040,Stromboli,0.0,-5550.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
131,211040,Stromboli,0.0,-5800.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
132,211040,Stromboli,0.0,-6050.0,0.0,0.0,,,,38.789,15.213,Italy,Mediterranean and Western Asia,924,Eruption Observed,Stratovolcano
133,211042,Lipari,,1230.0,0.0,0.0,,,,38.49,14.933,Italy,Mediterranean and Western Asia,590,Eruption Dated,Stratovolcano(es)
134,211042,Lipari,,780.0,0.0,0.0,,,,38.49,14.933,Italy,Mediterranean and Western Asia,590,Eruption Dated,Stratovolcano(es)
135,211042,Lipari,,-5820.0,0.0,0.0,,,,38.49,14.933,Italy,Mediterranean and Western Asia,590,Eruption Dated,Stratovolcano(es)
136,211050,Vulcano,3.0,1888.0,8.0,2.0,1890.0,3.0,22.0,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
137,211050,Vulcano,3.0,1886.0,1.0,5.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
138,211050,Vulcano,3.0,1873.0,9.0,0.0,1879.0,0.0,0.0,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
139,211050,Vulcano,2.0,1780.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
140,211050,Vulcano,3.0,1771.0,2.0,17.0,1771.0,5.0,0.0,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
141,211050,Vulcano,3.0,1731.0,0.0,0.0,1739.0,0.0,0.0,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
142,211050,Vulcano,3.0,1727.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
143,211050,Vulcano,,1688.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
144,211050,Vulcano,,1651.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
145,211050,Vulcano,,1631.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
146,211050,Vulcano,3.0,1626.0,3.0,0.0,1626.0,4.0,0.0,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
147,211050,Vulcano,,1618.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
148,211050,Vulcano,3.0,1550.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
149,211050,Vulcano,3.0,1444.0,2.0,4.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
150,211050,Vulcano,0.0,1230.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
151,211050,Vulcano,2.0,1200.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
152,211050,Vulcano,2.0,1040.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
153,211050,Vulcano,3.0,925.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
154,211050,Vulcano,,729.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
155,211050,Vulcano,3.0,526.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
156,211050,Vulcano,,144.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
157,211050,Vulcano,,50.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
158,211050,Vulcano,,-24.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
159,211050,Vulcano,3.0,-91.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
160,211050,Vulcano,,-126.0,6.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
161,211050,Vulcano,,-150.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
162,211050,Vulcano,4.0,-183.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
163,211050,Vulcano,,-215.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
164,211050,Vulcano,2.0,-300.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
165,211050,Vulcano,2.0,-360.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
166,211050,Vulcano,,-475.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
167,211050,Vulcano,0.0,-950.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
168,211050,Vulcano,3.0,-1300.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
169,211050,Vulcano,3.0,-2650.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
170,211050,Vulcano,0.0,-3550.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
171,211050,Vulcano,,-6350.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
172,211050,Vulcano,,-6550.0,0.0,0.0,,,,38.404,14.962,Italy,Mediterranean and Western Asia,500,Eruption Observed,Stratovolcano(es)
173,211060,Etna,2.0,2013.0,9.0,3.0,2018.0,1.0,19.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
174,211060,Etna,1.0,2010.0,8.0,25.0,2013.0,4.0,27.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
175,211060,Etna,2.0,2010.0,4.0,8.0,2010.0,4.0,8.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
176,211060,Etna,1.0,2008.0,5.0,13.0,2009.0,7.0,4.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
177,211060,Etna,2.0,2007.0,3.0,19.0,2008.0,5.0,16.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
178,211060,Etna,2.0,2006.0,7.0,14.0,2006.0,12.0,15.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
179,211060,Etna,1.0,2005.0,12.0,16.0,2005.0,12.0,22.0,37.748,14.999,Italy,Mediterranean and Western Asia,3295,Eruption Observed,Stratovolcano(es)
