Year,log( CO2 / 277.3 ),Volcanic,Temperature (C),Fit
1993.75,0.253966407,14.16452322,9.030591,9.2618752
1993.833333,0.254444212,13.76128674,9.0580664,9.2701168
1993.916667,0.254791351,13.36952962,9.074543,9.2776003
1994,0.255089469,12.98892506,9.1258745,9.2846966
1994.083333,0.255548116,12.61915558,9.1294136,9.292346
1994.166667,0.256004227,12.25991272,9.1397791,9.2998238
1994.25,0.256360129,11.9108968,9.1870098,9.3066998
1994.333333,0.256818194,11.57181669,9.2226019,9.3138819
1994.416667,0.257320198,11.24238953,9.3118134,9.3211136
1994.5,0.257791758,10.92234052,9.3196688,9.3280668
1994.583333,0.258174883,10.61140269,9.3591242,9.334487
1994.666667,0.25859499,10.30931665,9.5150385,9.3409395
1994.75,0.259026518,10.01583042,9.5345802,9.347312
1994.833333,0.259469453,9.730699171,9.5275946,9.3536091
1994.916667,0.259953906,9.453685054,9.5180359,9.3599682
1995,0.260514559,9.184556991,9.5181618,9.3665485
1995.083333,0.261049434,8.923090483,9.5500097,9.3728981
1995.166667,0.261440568,8.669067418,9.6031523,9.3784924
1995.25,0.262014264,8.422275896,9.615695,9.3847933
1995.333333,0.262448943,8.18251005,9.6256304,9.3903656
1995.416667,0.262874191,7.949569873,9.6183996,9.395793
1995.5,0.263276161,7.72326105,9.6217947,9.4010153
1995.583333,0.263777242,7.5033948,9.5705709,9.4065838
1995.666667,0.264326526,7.289787715,9.5165787,9.4122725
1995.75,0.264880121,7.082261609,9.4812794,9.4178886
1995.833333,0.265175247,6.880643369,9.4590769,9.4222603
1995.916667,0.265495636,6.684764809,9.4606218,9.4266586
1996,0.265889643,6.494462531,9.4216833,9.4313002
1996.083333,0.266311127,6.309577789,9.3991747,9.4359827
1996.166667,0.266833706,6.129956358,9.3932753,9.4410372
1996.25,0.267176572,5.955448399,9.3596163,9.4452124
1996.333333,0.267537719,5.785908344,9.3116407,9.4493933
1996.416667,0.267868848,5.621194765,9.3011961,9.4533663
1996.5,0.268229745,5.461170261,9.3181229,9.4574032
1996.583333,0.268459549,5.305701345,9.3423319,9.460784
1996.666667,0.268670921,5.154658327,9.326169,9.464016
1996.75,0.268739837,5.00791521,9.3659601,9.4665461
1996.833333,0.269139457,4.865349585,9.3811941,9.4704895
1996.916667,0.269490714,4.726842527,9.3822098,9.4741564
1997,0.269642199,4.592278496,9.4164886,9.4768715
1997.083333,0.269828081,4.461545241,9.4030294,9.479681
1997.166667,0.270016223,4.334533709,9.3796797,9.4824457
1997.25,0.270179097,4.211137948,9.4135675,9.4850416
1997.333333,0.270447438,4.091255025,9.4648485,9.4880562
1997.416667,0.270814284,3.974784936,9.4847641,9.4914589
1997.5,0.27130702,3.861630525,9.4928465,9.4953728
1997.583333,0.271797224,3.7516974,9.5094595,9.4992275
1997.666667,0.272229962,3.644893858,9.600462,9.5027781
1997.75,0.272838683,3.541130805,9.6014729,9.5070686
1997.833333,0.27337844,3.440321685,9.6525631,9.5110064
1997.916667,0.274018454,3.342382404,9.7039499,9.5153484
1998,0.274785929,3.247231265,9.7368507,9.5202169
1998.083333,0.275561942,3.154788895,9.7901011,9.5250835
1998.166667,0.276380668,3.064978179,9.8398466,9.5301008
1998.25,0.277223778,2.9777242,9.8394384,9.5351868
1998.333333,0.278052524,2.892954172,9.8221207,9.5401735
1998.416667,0.278753234,2.810597382,9.794446,9.5445509
1998.5,0.279378454,2.730585131,9.8128691,9.5485544
1998.583333,0.280046438,2.652850672,9.8258829,9.5527153
1998.666667,0.280727596,2.577329163,9.8084688,9.556901
1998.75,0.281288067,2.503957605,9.7711096,9.5605164
1998.833333,0.281821017,2.432674793,9.7247,9.5639763
1998.916667,0.282111186,2.363421263,9.6808729,9.5663214
1999,0.28242393,2.296139248,9.6413956,9.568737
1999.083333,0.282772818,2.230772621,9.6071978,9.5712843
1999.166667,0.283015156,2.167266854,9.5634737,9.5733299
1999.25,0.283225738,2.105568974,9.56954,9.5752048
1999.333333,0.283452121,2.045627513,9.5688162,9.5771236
1999.416667,0.283714661,1.987392468,9.5760126,9.5791788
1999.5,0.283931884,1.930815262,9.5637617,9.5810051
1999.583333,0.284187513,1.8758487,9.5096226,9.5829792
1999.666667,0.284305125,1.822446929,9.4690619,9.5843134
1999.75,0.284522219,1.770565402,9.5321512,9.5860691
1999.833333,0.28471666,1.720160842,9.5991297,9.5877008
1999.916667,0.284883939,1.671191202,9.6134644,9.5891895
2000,0.285195817,1.623615633,9.6100864,9.5913029
2000.083333,0.285324607,1.577394447,9.6058474,9.5925779
2000.166667,0.285627313,1.532489089,9.6193819,9.5946102
2000.25,0.28607217,1.4888621,9.5997896,9.5972576
2000.333333,0.286442356,1.446477086,9.5555992,9.5995531
2000.416667,0.286814661,1.405298691,9.5337591,9.60184
2000.5,0.287182318,1.365292565,9.4849825,9.6040888
2000.583333,0.287468681,1.326425336,9.5200233,9.6059561
2000.666667,0.287917226,1.288664582,9.4819508,9.608532
2000.75,0.288361065,1.251978803,9.4747381,9.6110687
2000.833333,0.28871014,1.216337396,9.4461184,9.6131678
2000.916667,0.289230149,1.181710632,9.4792261,9.6160145
2001,0.289560923,1.148069624,9.4888582,9.6180029
2001.083333,0.289947811,1.11538631,9.5154266,9.620225
2001.166667,0.290269355,1.083633427,9.5066977,9.6221418
2001.25,0.29055034,1.052784487,9.5233545,9.6238642
2001.333333,0.29087169,1.022813756,9.5642653,9.6257534
2001.416667,0.291177214,0.993696234,9.64429,9.6275587
2001.5,0.291516326,0.965407631,9.6895647,9.6295023
2001.583333,0.291949594,0.93792435,9.7474232,9.6318531
2001.666667,0.292319855,0.911223464,9.8280268,9.6339111
2001.75,0.292633908,0.885282701,9.8668833,9.6357069
2001.833333,0.292999432,0.860080421,9.8540955,9.6377211
2001.916667,0.293409646,0.835595601,9.8406734,9.639924
2002,0.293929457,0.811807816,9.835475,9.6426067
2002.083333,0.294473625,0.788697224,9.849637,9.6453867
2002.166667,0.294966032,0.766244545,9.8624849,9.6479263
2002.25,0.295525291,0.74443105,9.8801804,9.650754
2002.333333,0.295992592,0.723238543,9.8828573,9.653163
2002.416667,0.296553511,0.702649346,9.8495092,9.6559801
2002.5,0.297118582,0.682646283,9.8090734,9.6588058
2002.583333,0.297658786,0.663212668,9.8049021,9.6615133
2002.666667,0.298212081,0.644332291,9.7504549,9.6642714
2002.75,0.298780674,0.625989401,9.6902866,9.6670885
2002.833333,0.299391272,0.608168698,9.6797428,9.670085
2002.916667,0.300025989,0.590855316,9.6820955,9.6731825
2003,0.300622477,0.574034812,9.684598,9.6761007
2003.083333,0.301227505,0.557693155,9.6577997,9.6790514
2003.166667,0.30177883,0.541816714,9.6671934,9.6817541
2003.25,0.302343178,0.526392244,9.6658182,9.6845083
2003.333333,0.302918307,0.511406878,9.702301,9.6873035
2003.416667,0.303459825,0.496848117,9.6891088,9.6899433
2003.5,0.303952263,0.482703816,9.7823191,9.6923571
2003.583333,0.30442451,0.468962175,9.744525,9.6946745
2003.666667,0.30492312,0.455611732,9.7758694,9.6971035
2003.75,0.305421481,0.442641351,9.7986269,9.6995258
2003.833333,0.306012548,0.430040211,9.8056784,9.7023563
2003.916667,0.306483823,0.417797801,9.7503805,9.7046471
2004,0.306789038,0.405903908,9.736825,9.7061901
2004.083333,0.30698583,0.394348612,9.680109,9.7072439
2004.166667,0.307392558,0.383122272,9.6324606,9.7092304
2004.25,0.30759365,0.372215525,9.6053171,9.7102947
2004.333333,0.30788969,0.361619271,9.5829592,9.7117767
2004.416667,0.308174601,0.351324673,9.6315384,9.7132053
2004.5,0.308510207,0.341323141,9.5641403,9.7148552
2004.583333,0.308834665,0.331606334,9.589467,9.7164516
2004.666667,0.309251672,0.322166145,9.5459175,9.7184572
2004.75,0.309783158,0.312994701,9.5612793,9.7209702
2004.833333,0.31017773,0.304084349,9.5965137,9.722868
2004.916667,0.310583162,0.295427658,9.6565161,9.7248096
2005,0.311164582,0.287017406,9.6986647,9.7275333
2005.083333,0.31186228,0.278846578,9.7678671,9.730773
2005.166667,0.312429763,0.270908357,9.7983856,9.733428
2005.25,0.312990331,0.263196122,9.8460655,9.7360487
2005.333333,0.313548389,0.255703439,9.8831606,9.7386551
2005.416667,0.31406662,0.248424059,9.8901949,9.7410803
2005.5,0.314608719,0.241351908,9.9370413,9.7436075
2005.583333,0.315240431,0.234481087,9.9008522,9.7465334
2005.666667,0.315766553,0.227805866,9.9429216,9.7489843
2005.75,0.316099621,0.221320675,9.928793,9.7505703
2005.833333,0.316653757,0.215020105,9.878911,9.7531404
2005.916667,0.317203209,0.2088989,9.8387117,9.7556868
2006,0.317616741,0.202951954,9.8348484,9.7576246
2006.083333,0.317966687,0.197174306,9.8254833,9.7592754
2006.166667,0.318342743,0.191561136,9.8591309,9.7610397
2006.25,0.318836648,0.186107762,9.8326845,9.7633276
2006.333333,0.319312839,0.180809636,9.8087692,9.7655354
2006.416667,0.319725499,0.175662336,9.7743387,9.7674561
2006.5,0.320133625,0.170661571,9.7861891,9.7693558
2006.583333,0.32047833,0.165803167,9.8804998,9.7709684
2006.666667,0.320838179,0.161083073,9.8675079,9.7726469
2006.75,0.32125239,0.15649735,9.8856897,9.7745667
2006.833333,0.321616319,0.152042175,9.9497747,9.7762585
2006.916667,0.321964868,0.147713829,10.0086994,9.7778816
2007,0.322391676,0.143508703,9.9978037,9.7798519
2007.083333,0.322850944,0.139423289,10.0075111,9.7819653
2007.166667,0.323188187,0.135454178,9.9887867,9.7835312
2007.25,0.323618822,0.131598061,9.9953146,9.7855129
2007.333333,0.324049272,0.12785172,9.9962969,9.7874918
2007.416667,0.324536022,0.124212029,10.0030127,9.7897205
2007.5,0.324992136,0.120675954,9.9616404,9.7918119
2007.583333,0.325537027,0.117240544,9.8260422,9.7942972
2007.666667,0.325953635,0.113902933,9.7667246,9.7962084
2007.75,0.326259472,0.110660338,9.7968645,9.7976246
2007.833333,0.326424281,0.107510053,9.7562962,9.7984085
2007.916667,0.326840521,0.10444945,9.722558,9.800313
2008,0.327237088,0.101475977,9.7141094,9.8021288
2008.083333,0.327655155,0.098587153,9.7092123,9.80404
2008.166667,0.328120671,0.095780568,9.6800489,9.8061619
2008.25,0.328594626,0.093053881,9.665205,9.80832
2008.333333,0.328994824,0.090404818,9.6708822,9.8101473
2008.416667,0.329364594,0.087831168,9.6820669,9.8118382
2008.5,0.329725582,0.085330785,9.6688719,9.813489
2008.583333,0.330047552,0.082901584,9.7312336,9.8149633
2008.666667,0.330412614,0.080541536,9.7741575,9.8166294
2008.75,0.331017157,0.078248675,9.7060566,9.8193645
2008.833333,0.331513472,0.076021087,9.7219286,9.8216152
2008.916667,0.331877999,0.073856914,9.7266951,9.8232756
2009,0.332214368,0.071754351,9.7267685,9.82481
2009.083333,0.332535537,0.069711644,9.7247515,9.8262758
2009.166667,0.332916926,0.067727089,9.7503729,9.8280087
2009.25,0.333283096,0.06579903,9.7782135,9.8296738
2009.333333,0.333584547,0.06392586,9.7515945,9.831048
2009.416667,0.333987057,0.062106015,9.7355108,9.8328743
2009.5,0.334354986,0.060337977,9.7296762,9.8345442
2009.583333,0.33468192,0.058620272,9.7365408,9.83603
2009.666667,0.335197915,0.056951467,9.7605562,9.8383598
2009.75,0.335694309,0.055330169,9.8092051,9.840601
2009.833333,0.336338608,0.053755026,9.8337507,9.843503
2009.916667,0.336930997,0.052224725,9.8593922,9.8461723
2010,0.33748658,0.050737989,9.8826113,9.8486757
2010.083333,0.337962548,0.049293576,9.8925629,9.8508234
2010.166667,0.338440431,0.047890284,9.9036484,9.8529787
2010.25,0.338870974,0.046526941,9.8790627,9.8549232
2010.333333,0.339468286,0.045202409,9.9113226,9.8576107
2010.416667,0.340022461,0.043915584,9.9571638,9.8601055
2010.5,0.340537846,0.042665393,9.9637718,9.8624258
2010.583333,0.34112348,0.041450792,9.9238358,9.8650608
2010.666667,0.341537919,0.040270768,9.8683977,9.8669291
2010.75,0.34181981,0.039124338,9.8233099,9.868206
2010.833333,0.341994884,0.038010544,9.8025303,9.8690042
2010.916667,0.34225317,0.036928457,9.7729845,9.8701744
2011,0.342605269,0.035877176,9.767312,9.8717632
2011.083333,0.343087338,0.034855822,9.7859049,9.8739309
2011.166667,0.343498832,0.033863545,9.7988653,9.8757839
2011.25,0.343967686,0.032899515,9.804656,9.8778925
2011.333333,0.344338351,0.03196293,9.7864094,9.8795624
2011.416667,0.344681201,0.031053007,9.7231445,9.8811083
