,Volcano Name,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Country,Region,Latitude,Longitude,Elevation,Primary Volcano Type,Status
1306,Teahitia,0.0,1983.0,7.0,12.0,1983.0,7.0,26.0,France,Hawaii and Pacific Ocean,-17.564,-148.821,-1743,Submarine,
1307,Teahitia,0.0,1982.0,3.0,16.0,1982.0,5.0,19.0,France,Hawaii and Pacific Ocean,-17.564,-148.821,-1743,Submarine,
1308,Southern EPR-Segment K,0.0,1990.0,7.0,2.0,,,,Undersea Features,Hawaii and Pacific Ocean,-17.436,-113.206,-2566,Submarine,Historical
1309,Southern EPR-Segment K,0.0,1965.0,7.0,2.0,,,,Undersea Features,Hawaii and Pacific Ocean,-17.436,-113.206,-2566,Submarine,Historical
1310,Southern EPR-Segment K,0.0,1930.0,0.0,0.0,,,,Undersea Features,Hawaii and Pacific Ocean,-17.436,-113.206,-2566,Submarine,Historical
1311,Southern EPR-Segment K,0.0,1840.0,0.0,0.0,,,,Undersea Features,Hawaii and Pacific Ocean,-17.436,-113.206,-2566,Submarine,Historical
1312,Southern EPR-Segment K,0.0,1625.0,0.0,0.0,,,,Undersea Features,Hawaii and Pacific Ocean,-17.436,-113.206,-2566,Submarine,Historical
1313,Yucamane,5.0,-1320.0,0.0,0.0,,,,Peru,South America,-17.184,-70.196,5495,Stratovolcano(es),
1314,Tutupaca,4.0,1802.0,3.0,20.0,1802.0,8.0,20.0,Peru,South America,-17.026,-70.372,5801,Stratovolcano(es),
1315,Tutupaca,2.0,1787.0,,,1789.0,,,Peru,South America,-17.026,-70.372,5801,Stratovolcano(es),
1316,Kuwae,0.0,1974.0,2.0,4.0,1974.0,9.0,16.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1317,Kuwae,2.0,1971.0,2.0,22.0,1971.0,2.0,22.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1318,Kuwae,2.0,1959.0,9.0,18.0,1959.0,9.0,20.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1319,Kuwae,2.0,1958.0,10.0,7.0,1958.0,12.0,18.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1320,Kuwae,1.0,1953.0,2.0,12.0,,,,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1321,Kuwae,1.0,1952.0,10.0,3.0,,,,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1322,Kuwae,3.0,1949.0,10.0,0.0,1949.0,12.0,0.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1323,Kuwae,3.0,1949.0,4.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1324,Kuwae,2.0,1948.0,9.0,22.0,1948.0,9.0,29.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1325,Kuwae,2.0,1923.0,0.0,0.0,1925.0,0.0,0.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1326,Kuwae,1.0,1897.0,5.0,25.0,1901.0,0.0,0.0,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1327,Kuwae,,1430.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.829,168.536,-2,Caldera,
1328,Taveuni,0.0,1550.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1329,Taveuni,0.0,1420.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1330,Taveuni,2.0,1350.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1331,Taveuni,2.0,1160.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1332,Taveuni,2.0,1020.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1333,Taveuni,2.0,880.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1334,Taveuni,2.0,770.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1335,Taveuni,2.0,640.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1336,Taveuni,2.0,520.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1337,Taveuni,2.0,480.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1338,Taveuni,2.0,400.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1339,Taveuni,2.0,350.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1340,Taveuni,2.0,320.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1341,Taveuni,1.0,270.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1342,Taveuni,0.0,220.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1343,Taveuni,2.0,-90.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1344,Taveuni,2.0,-200.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1345,Taveuni,2.0,-330.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1346,Taveuni,2.0,-400.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1347,Taveuni,2.0,-600.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1348,Taveuni,2.0,-680.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1349,Taveuni,2.0,-1020.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1350,Taveuni,2.0,-1100.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1351,Taveuni,2.0,-1200.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1352,Taveuni,2.0,-1300.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1353,Taveuni,2.0,-1450.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1354,Taveuni,2.0,-1700.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1355,Taveuni,2.0,-3200.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1356,Taveuni,2.0,-3580.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1357,Taveuni,2.0,-4800.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1358,Taveuni,2.0,-5230.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1359,Taveuni,2.0,-5920.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1360,Taveuni,2.0,-6560.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1361,Taveuni,2.0,-8040.0,0.0,0.0,,,,Fiji,New Zealand to Fiji,-16.82,-179.97,1241,Shield,Radiocarbon
1362,Ticsani,,1800.0,0.0,0.0,,,,Peru,South America,-16.755,-70.595,5408,Lava dome(s),Holocene
1363,Epi,2.0,2004.0,2.0,16.0,2004.0,2.0,24.0,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1364,Epi,1.0,2002.0,3.0,16.0,2002.0,3.0,16.0,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1365,Epi,1.0,1999.0,2.0,1.0,,,,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1366,Epi,0.0,1979.0,7.0,2.0,,,,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1367,Epi,0.0,1960.0,7.0,16.0,,,,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1368,Epi,2.0,1958.0,9.0,16.0,1958.0,11.0,16.0,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1369,Epi,3.0,1953.0,2.0,12.0,1953.0,2.0,19.0,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1370,Epi,2.0,1920.0,1.0,22.0,,,,Vanuatu,Melanesia and Australia,-16.68,168.37,833,Stratovolcano(es),Historical
1371,Huaynaputina,6.0,1600.0,2.0,17.0,1600.0,3.0,6.0,Peru,South America,-16.608,-70.85,4850,Stratovolcano,Historical
1372,Huaynaputina,,-7750.0,0.0,0.0,,,,Peru,South America,-16.608,-70.85,4850,Stratovolcano,Historical
1373,Lopevi,,2017.0,1.0,13.0,2017.0,1.0,13.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1374,Lopevi,2.0,2007.0,4.0,21.0,2007.0,5.0,14.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1375,Lopevi,2.0,2005.0,10.0,27.0,2006.0,8.0,1.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1376,Lopevi,2.0,2005.0,1.0,30.0,2005.0,3.0,31.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1377,Lopevi,2.0,2004.0,9.0,16.0,2004.0,9.0,16.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1378,Lopevi,3.0,2003.0,6.0,8.0,2003.0,6.0,16.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1379,Lopevi,3.0,2001.0,6.0,8.0,2001.0,6.0,19.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1380,Lopevi,3.0,1998.0,7.0,16.0,2000.0,4.0,25.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1381,Lopevi,2.0,1982.0,10.0,24.0,1982.0,10.0,25.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1382,Lopevi,3.0,1980.0,4.0,15.0,1980.0,8.0,20.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1383,Lopevi,2.0,1979.0,7.0,2.0,1979.0,9.0,12.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1384,Lopevi,2.0,1978.0,11.0,22.0,1979.0,3.0,16.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1385,Lopevi,1.0,1976.0,5.0,1.0,1976.0,9.0,5.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1386,Lopevi,2.0,1975.0,3.0,6.0,1975.0,6.0,23.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1387,Lopevi,2.0,1974.0,1.0,16.0,1974.0,10.0,7.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1388,Lopevi,2.0,1970.0,5.0,9.0,1972.0,8.0,7.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1389,Lopevi,3.0,1967.0,1.0,27.0,1969.0,3.0,31.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1390,Lopevi,3.0,1963.0,7.0,7.0,1965.0,7.0,2.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1391,Lopevi,0.0,1962.0,7.0,16.0,1962.0,7.0,16.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1392,Lopevi,3.0,1960.0,7.0,10.0,1960.0,9.0,16.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1393,Lopevi,2.0,1939.0,11.0,1.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1394,Lopevi,2.0,1939.0,2.0,2.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1395,Lopevi,,1933.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1396,Lopevi,2.0,1922.0,6.0,28.0,1922.0,7.0,1.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1397,Lopevi,2.0,1908.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1398,Lopevi,2.0,1898.0,6.0,3.0,1898.0,7.0,24.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1399,Lopevi,2.0,1892.0,10.0,0.0,1893.0,0.0,0.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1400,Lopevi,,1883.0,0.0,0.0,1884.0,0.0,0.0,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1401,Lopevi,2.0,1874.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1402,Lopevi,3.0,1864.0,6.0,9.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1403,Lopevi,2.0,1863.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.507,168.346,1413,Stratovolcano,
1404,Ubinas,2.0,2016.0,9.0,13.0,2017.0,3.0,2.0,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1405,Ubinas,2.0,2013.0,9.0,1.0,2016.0,2.0,27.0,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1406,Ubinas,2.0,2006.0,3.0,25.0,2009.0,7.0,4.0,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1407,Ubinas,2.0,1969.0,6.0,16.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1408,Ubinas,2.0,1956.0,5.0,16.0,1956.0,10.0,21.0,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1409,Ubinas,2.0,1951.0,7.0,23.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1410,Ubinas,2.0,1937.0,6.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1411,Ubinas,2.0,1907.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1412,Ubinas,2.0,1906.0,10.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1413,Ubinas,2.0,1869.0,10.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1414,Ubinas,2.0,1867.0,5.0,24.0,1867.0,5.0,28.0,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1415,Ubinas,2.0,1865.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1416,Ubinas,2.0,1862.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1417,Ubinas,2.0,1830.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1418,Ubinas,2.0,1784.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1419,Ubinas,3.0,1677.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1420,Ubinas,3.0,1667.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1421,Ubinas,3.0,1662.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1422,Ubinas,3.0,1550.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1423,Ubinas,5.0,1082.0,,,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1424,Ubinas,,-6850.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1425,Ubinas,,-8560.0,0.0,0.0,,,,Peru,South America,-16.355,-70.903,5672,Stratovolcano,Historical
1426,"Misti, El",1.0,1985.0,7.0,2.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1427,"Misti, El",1.0,1787.0,7.0,28.0,1787.0,10.0,10.0,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1428,"Misti, El",2.0,1784.0,7.0,9.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1429,"Misti, El",2.0,1677.0,5.0,2.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1430,"Misti, El",2.0,1454.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1431,"Misti, El",,1350.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1432,"Misti, El",,760.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1433,"Misti, El",,90.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1434,"Misti, El",4.0,-80.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1435,"Misti, El",,-310.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1436,"Misti, El",,-2230.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1437,"Misti, El",,-3510.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1438,"Misti, El",,-4020.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1439,"Misti, El",,-5390.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1440,"Misti, El",,-7190.0,0.0,0.0,,,,Peru,South America,-16.294,-71.409,5822,Stratovolcano,
1441,Ambrym,2.0,2008.0,5.0,23.0,2018.0,1.0,19.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1442,Ambrym,2.0,2006.0,11.0,8.0,2007.0,12.0,27.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1443,Ambrym,1.0,1996.0,6.0,16.0,2005.0,8.0,16.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1444,Ambrym,1.0,1994.0,12.0,16.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1445,Ambrym,2.0,1990.0,9.0,16.0,1991.0,7.0,16.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1446,Ambrym,2.0,1989.0,4.0,24.0,1989.0,12.0,23.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1447,Ambrym,3.0,1988.0,2.0,12.0,1988.0,8.0,23.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1448,Ambrym,2.0,1986.0,11.0,13.0,1986.0,11.0,19.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1449,Ambrym,2.0,1984.0,7.0,2.0,1986.0,3.0,8.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1450,Ambrym,2.0,1983.0,7.0,2.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1451,Ambrym,2.0,1981.0,2.0,20.0,1981.0,9.0,30.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1452,Ambrym,3.0,1980.0,5.0,16.0,1980.0,8.0,18.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1453,Ambrym,2.0,1979.0,6.0,6.0,1979.0,9.0,16.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1454,Ambrym,2.0,1979.0,1.0,26.0,1979.0,2.0,18.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1455,Ambrym,2.0,1977.0,8.0,16.0,1977.0,9.0,30.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1456,Ambrym,2.0,1977.0,1.0,20.0,1977.0,1.0,28.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1457,Ambrym,3.0,1973.0,4.0,15.0,1976.0,10.0,14.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1458,Ambrym,3.0,1972.0,4.0,15.0,1972.0,8.0,15.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1459,Ambrym,2.0,1971.0,2.0,3.0,1971.0,11.0,5.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1460,Ambrym,2.0,1967.0,7.0,16.0,1970.0,8.0,29.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1461,Ambrym,2.0,1964.0,2.0,16.0,1966.0,9.0,16.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1462,Ambrym,2.0,1963.0,8.0,30.0,1963.0,9.0,23.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1463,Ambrym,3.0,1961.0,8.0,15.0,1963.0,4.0,3.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1464,Ambrym,1.0,1960.0,9.0,17.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1465,Ambrym,2.0,1959.0,4.0,16.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1466,Ambrym,2.0,1958.0,11.0,18.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1467,Ambrym,1.0,1957.0,8.0,26.0,1957.0,10.0,16.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1468,Ambrym,2.0,1955.0,7.0,2.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1469,Ambrym,2.0,1954.0,7.0,2.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1470,Ambrym,2.0,1953.0,5.0,16.0,1953.0,10.0,13.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1471,Ambrym,2.0,1952.0,8.0,10.0,1952.0,12.0,26.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1472,Ambrym,4.0,1950.0,12.0,6.0,1951.0,11.0,25.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1473,Ambrym,2.0,1942.0,6.0,6.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1474,Ambrym,2.0,1938.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1475,Ambrym,2.0,1937.0,3.0,27.0,1937.0,4.0,0.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1476,Ambrym,2.0,1935.0,9.0,0.0,1936.0,1.0,0.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1477,Ambrym,2.0,1929.0,6.0,28.0,1929.0,7.0,1.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1478,Ambrym,2.0,1915.0,10.0,20.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1479,Ambrym,3.0,1913.0,10.0,14.0,1914.0,0.0,0.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1480,Ambrym,,1912.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1481,Ambrym,0.0,1910.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1482,Ambrym,2.0,1909.0,7.0,28.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1483,Ambrym,2.0,1908.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1484,Ambrym,1.0,1898.0,3.0,26.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1485,Ambrym,3.0,1894.0,10.0,15.0,1895.0,2.0,10.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1486,Ambrym,2.0,1888.0,2.0,24.0,1888.0,4.0,0.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1487,Ambrym,2.0,1886.0,7.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1488,Ambrym,2.0,1884.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1489,Ambrym,2.0,1883.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1490,Ambrym,2.0,1871.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1491,Ambrym,2.0,1863.0,0.0,0.0,1864.0,0.0,0.0,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1492,Ambrym,,1820.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1493,Ambrym,2.0,1774.0,7.0,2.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1494,Ambrym,6.0,50.0,0.0,0.0,,,,Vanuatu,Melanesia and Australia,-16.25,168.12,1334,Pyroclastic shield,Historical
1495,Huambo,,-700.0,0.0,0.0,,,,Peru,South America,-15.83,-72.13,4550,Volcanic field,
1496,Sabancaya,3.0,2016.0,11.0,6.0,2018.0,1.0,17.0,Peru,South America,-15.787,-71.857,5960,Stratovolcano(es),
1497,Sabancaya,1.0,2015.0,6.0,28.0,2015.0,7.0,9.0,Peru,South America,-15.787,-71.857,5960,Stratovolcano(es),
1498,Sabancaya,2.0,2003.0,7.0,30.0,2003.0,7.0,31.0,Peru,South America,-15.787,-71.857,5960,Stratovolcano(es),
1499,Sabancaya,2.0,2000.0,4.0,16.0,2000.0,10.0,29.0,Peru,South America,-15.787,-71.857,5960,Stratovolcano(es),
1500,Sabancaya,3.0,1990.0,5.0,28.0,1998.0,9.0,16.0,Peru,South America,-15.787,-71.857,5960,Stratovolcano(es),
