,city,lat,lng,pop,country,time,dist,risk
4350,Akure,7.250395934,5.1999820539999995,420594.0,Nigeria,59.0,173.20905572955243,3.878153851439604
4351,Ikare,7.530430521,5.759999551,899965.5,Nigeria,6070.0,192.31514592064534,3.1930960725228887
4352,Owo,7.200398986000001,5.589984089,200912.0,Nigeria,3.0,281.77273154825764,3.8132300771282366
4353,Ondo,7.0904057,4.840004027,256444.0,Nigeria,2798.0,262.8597572203528,2.719809496849082
4354,Ado Ekiti,7.630372741,5.219980833999999,446749.0,Nigeria,3810.0,148.58597883340045,3.582707877832683
4355,Ife,7.480433572000001,4.560021117,482365.0,Nigeria,1820.0,223.75010295549342,3.04273486532453
4356,Oshogbo,7.770364196,4.560021117,408245.0,Nigeria,123.0,122.06551650968261,4.279015203364758
4357,Oyo,7.850436827999999,3.929982054,475016.5,Nigeria,6.0,24.760933023411297,7.261126537669045
4358,Awka,6.210433572,7.06999711,400828.5,Nigeria,7330.0,324.5732433483076,2.3410221113003677
4359,Onitsha,6.140412007,6.779988972000001,73374.0,Nigeria,970.0,464.0992369604107,1.8885283794601517
4360,Azare,11.68040977,10.19001339,87912.5,Nigeria,68.0,188.5871691253732,3.6272072039540575
4361,Bauchi,10.310364199999999,9.84000891,244350.5,Nigeria,109.0,509.27406008712825,2.1135441416936556
4362,Gombe,10.29044293,11.16995357,260312.0,Nigeria,5.0,638.5991167400325,2.446559163016742
4363,Kumo,10.04570335,11.21305172,19249.0,Nigeria,5.0,258.5543311201921,3.636512609435211
4364,Sapele,5.890427265,5.680004434,235424.0,Nigeria,15.0,163.11943663674055,4.216529775393501
4365,Nsukka,6.867034321,7.383362995,111017.0,Nigeria,33.0,783.9948700674228,1.6233513219159978
4366,Lokoja,7.800388203,6.739939737,52650.5,Nigeria,4070.0,67.88219640382607,4.607659974091388
4367,Idah,7.110404479,6.739939737,71895.0,Nigeria,16.0,773.0060786606064,1.773234189140095
4368,Lafia,8.490423603,8.5200378,79470.5,Nigeria,150.0,513.8790085104152,1.9786154094856678
4369,Keffi,8.849032205,7.873617307999999,77056.5,Nigeria,5.0,231.3215120853355,3.904428191830061
4370,Funtua,11.5203937,7.320007689,158643.0,Nigeria,18.0,393.5123845955064,2.8210240800067368
4371,Katsina,12.99040733,7.599990599,432149.0,Nigeria,1620.0,1333.801287776151,0.344437408152883
4372,Gusau,12.170405699999998,6.659996296,185925.0,Nigeria,15.0,231.21019666039632,3.676793336015218
4373,Nguru,12.8803882,10.44999752,82481.0,Nigeria,106.0,218.82206402383966,3.325100937438101
4374,Gashua,12.87049217,11.03998734,74825.5,Nigeria,64.0,418.7094826993402,2.422756415048339
4375,Potiskum,11.7103821,11.0799849,82733.5,Nigeria,250.0,443.9610503587697,2.1299031515992195
4376,Birnin Kebbi,12.45041445,4.199939737,102340.5,Nigeria,3.0,278.1340025979071,3.789645403599041
4377,Koko,11.42319033,4.516974649,25792.0,Nigeria,820.0,489.24013141756245,1.7529012262311285
4378,Mubi,10.270340800000001,13.2700321,214710.0,Nigeria,68.0,504.3733999901754,2.198562657106138
4379,Numan,9.460441914,12.04002966,45173.0,Nigeria,870.0,560.1893564340047,1.5819112591693454
4380,Ilorin,8.490010192,4.549995889,701742.0,Nigeria,420.0,221.44728535693835,3.2445775756434014
4381,Minna,9.619992898,6.550028847999999,249038.0,Nigeria,116.0,460.36588233447765,2.2578119525086855
4382,Zaria,11.0799813,7.710009724,754836.5,Nigeria,38.0,214.05316372841526,3.675429399608079
4383,Jos,9.929973978,8.890041055,737068.5,Nigeria,12.0,622.091806742825,2.3155324716059904
4384,Yola,9.209992085,12.48000281,92253.0,Nigeria,90.0,487.4278898356753,2.148713736784809
4385,Benin City,6.340477314,5.620008096,929013.0,Nigeria,730.0,479.9863807405166,2.0248638459706045
4386,Maiduguri,11.84996014,13.16001298,704230.0,Nigeria,28.0,366.06943950455053,2.923063597639075
4387,Port Harcourt,4.810002257,7.010000772000001,1020000.0,Nigeria,84.0,137.88728370838547,4.209848883661797
4388,Makurdi,7.729979064,8.530011351,245367.5,Nigeria,3620.0,118.1668814841971,3.894751619753893
4389,Ibadan,7.380026264,3.929982054,2221285.0,Nigeria,5520.0,205.83438539455406,3.147667892829229
4390,Ogbomosho,8.130006326,4.239988972,595063.5,Nigeria,32.0,553.1016890271247,2.2611493274688166
4391,Warri,5.519958922000001,5.759999551,683064.5,Nigeria,68.0,251.55299474666597,3.3189951173360024
4392,Kaduna,10.52001548,7.440000365,1191296.5,Nigeria,7070.0,954.9942623167806,0.7706780702335979
4393,Enugu,6.450031351,7.499996703,688862.0,Nigeria,4.0,227.31032165465498,4.128808333179979
4394,Sokoto,13.06001548,5.240031289,648019.5,Nigeria,3.0,279.9464139208638,3.8926859451386755
4395,Abuja,9.083333149,7.533328002,869067.5,Nigeria,4970.0,597.3463546562392,1.4958484834028056
4396,Kano,11.99997683,8.5200378,3140000.0,Nigeria,10370.0,545.2924917331517,1.6392857895880704
4397,Lagos,6.4432616529999995,3.391531071,4733768.0,Nigeria,174.0,830.2441466774587,1.4644737131601846
4398,Sariwon,38.50700411,125.7620047,154942.0,North Korea,1730.0,984.8802827877546,0.7355051313014258
4399,Sin-Ni,39.48800415,125.4639966,19463.0,North Korea,46.0,137.82681767571407,4.060888399104982
4400,Changyon,38.25173362,125.1020691,44176.0,North Korea,3300.0,699.9032927480426,1.106263588174742
4401,Anbyon,39.02817202,127.51856240000001,34993.5,North Korea,218.0,84.20726955915185,4.588104560363599
4402,Munchon,39.38130292,127.25170530000001,73619.0,North Korea,414.0,251.46913741208178,2.9152717842929494
4403,Kaesong,37.96399925,126.5644087,305333.5,North Korea,3370.0,787.3952985797732,1.0519803363770175
4404,Chosan,40.82547833,125.8008378,7786.0,North Korea,1730.0,410.742231939368,1.8422303065273078
4405,Manpo,41.14543296,126.2958463,186827.0,North Korea,4810.0,802.5519608442113,0.9603115419274837
4406,Sunchon,39.42360008,125.9389689,400629.0,North Korea,5570.0,150.0099376695498,3.5277763261165997
4407,Kimhyonggwon,40.81752016,128.15531940000002,3839.0,North Korea,730.0,540.9492483659947,1.4560784689899189
4408,Pyongsan,38.33668968,126.3866418,66260.0,North Korea,35.0,728.4770288056875,1.6884075679111694
4409,Ongjin,37.93710166,125.3570922,66721.0,North Korea,151.0,447.6651655782854,2.174656700309317
4410,Haeju,38.039421000000004,125.7143831,223313.5,North Korea,16.0,446.1244215617025,2.679727146940103
4411,Kilchu,40.96043133,129.3204162,82408.5,North Korea,10320.0,362.1654603072607,2.0471885365037497
4412,Musan,42.23043133,129.2303959,50942.5,North Korea,6.0,222.64755482264047,3.8830833037788604
4413,Sonbong,42.33768577,130.4027274,44097.5,North Korea,38.0,284.8330884346578,3.0653833986997303
4414,Kanggye,40.97322125,126.60321770000002,254522.0,North Korea,12.0,499.75563504230234,2.585014947589252
4415,Hungnam,39.82313641,127.6231555,548702.0,North Korea,77.0,166.10606013810627,3.9101613787508085
4416,Taedong,40.61709312,125.45010979999999,1884.0,North Korea,42.0,662.0777377606341,1.5037639796407771
4417,Chongju,39.68128461,125.2163256,85417.0,North Korea,12.0,162.84436254380395,4.208017456713208
4418,Hyeson,41.39273053,128.1927331,227461.0,North Korea,12.0,668.8555479598997,2.1364170972753094
4419,Nampo,38.76692078,125.4524338,791000.0,North Korea,3.0,175.17865673458533,4.610428320869404
4420,Chongjin,41.78461875,129.79,499807.0,North Korea,7.0,396.9740044430494,3.113077748143008
4421,Kimchaek,40.67230939,129.202749,187270.0,North Korea,640.0,497.85961134671857,1.890541259442808
4422,Hamhung,39.91005617,127.54543410000001,595670.5,North Korea,77.0,468.72843952115466,2.3489341834720068
4423,Wonsan,39.16048952,127.4308158,322425.0,North Korea,8.0,167.28582644985093,4.355413651303023
4424,Sinuiju,40.08585939,124.4212837,167234.0,North Korea,3.0,384.36201266653535,3.3324000258935573
4425,Pyongyang,39.0194387,125.75469070000001,2899398.5,North Korea,80.0,256.73656210939424,3.3381294172448697
4426,Kyrenia,35.325999100000004,33.33300361,26701.0,Northern Cyprus,8.0,182.33094731148194,4.059661079607161
4427,Ammochostos,35.12502525,33.95001013,33016.5,Northern Cyprus,12.0,603.2915500808881,2.1634390999181603
4428,Capitol Hill,15.21125368,145.7505761,1764.0,Northern Mariana Islands,10.0,393.02436386179886,2.606904917154604
4429,Arendal,58.46475606,8.766000553,30916.0,Norway,125.0,251.67159996745906,3.019374541918261
4430,Vossavangen,60.63000316,6.4410034629999995,5571.0,Norway,10.0,617.3356055674843,2.0317293498543316
4431,Leikanger,61.18329612,6.849999471,1965.0,Norway,17.0,10.504912468358881,7.7397922674725725
4432,Bærum,59.91348606,11.34723651,113659.0,Norway,3190.0,240.11706433347132,2.792518994253091
4433,Hamar,60.82000207,11.06900156,29479.0,Norway,53.0,416.7016005936334,2.397981875193043
4434,Tønsberg,59.26400109,10.42100147,38914.0,Norway,106.0,505.3953771125866,2.0076938468606014
4435,Finnsnes,69.24061729,18.00860592,3611.0,Norway,111.0,974.4221892717231,0.8111539928854641
4436,Gjøvik,60.80002138,10.7000081,20157.5,Norway,4.0,553.7825494785552,2.5507157056045973
4437,Rørvik,64.86801597,11.20530025,2615.0,Norway,8570.0,435.2372419124107,1.5081266762056673
4438,Harstad,68.7879059,16.51557043,19203.0,Norway,31.0,375.9860882377488,2.624905286551713
4439,Ålesund,62.54541872,6.388023232999999,45377.0,Norway,9.0,312.32837280780836,3.255730821018882
4440,Sandnes,58.84541201,5.690029662000001,46911.0,Norway,88.0,320.4251900972515,2.740780152065006
4441,Drammen,59.75724265,10.19073686,85437.5,Norway,7330.0,454.1620810870209,1.7357411889959
4442,Moss,59.43697797,10.66915727,35696.5,Norway,4.0,474.38096196199206,2.827782421854952
4443,Steinkjer,64.01706016,11.50001094,11193.5,Norway,5.0,319.929712098996,3.2718602569595525
4444,Svolvær,68.23328859,14.56669714,4197.0,Norway,18.0,428.2767706540534,2.418097118386787
4445,Mo i Rana,66.31660972,14.16666988,19131.0,Norway,12.0,594.9219593787349,2.143653763853857
4446,Narvik,68.38315025,17.28999345,19236.5,Norway,19.0,251.00211269670964,3.3408304332315977
4447,Bodø,67.24677227,14.39901132,31383.5,Norway,5.0,161.32684790167846,4.383581248558528
4448,Haugesund,59.4119149,5.277496703,36219.5,Norway,72.0,372.1825902205761,2.529686389771723
4449,Stavanger,58.97000389,5.680004434,136999.0,Norway,96.0,315.59327943917543,2.821709654549679
4450,Skien,59.19998985,9.600023558,73330.0,Norway,5070.0,698.930065519931,1.1043232253760613
4451,Namsos,64.48331077,11.50001094,9035.0,Norway,12.0,58.25714398199454,5.570910363354703
4452,Alta,69.96664532,23.24167151,12077.0,Norway,3080.0,543.4797766067843,1.3979248586999447
4453,Vadsø,70.09659678,29.76574927,5139.0,Norway,6966.0,312.4881177712861,2.0894624385290848
4454,Molde,62.74830039,7.183323526000001,16171.5,Norway,7330.0,414.88423230414224,1.7521523507663697
4455,Lillehammer,61.13328269,10.500020300000001,19319.0,Norway,9.0,73.39041417732018,5.363956203796846
4456,Kirkenes,69.72500633,30.05164343,2728.0,Norway,47.0,320.3741705884361,2.6178956159489677
4457,Kristiansand,58.16664207,8.000017862,58292.0,Norway,67.0,34.150860196499714,6.13001357838984
4458,Hammerfest,70.66127993,23.68800085,9967.0,Norway,3070.0,68.59247894328477,4.492166789560715
4459,Tromsø,69.63507623,18.99202525,48900.5,Norway,22.0,510.4093303378359,2.303639833492948
4460,Trondheim,63.41665753,10.41666622,144336.0,Norway,27.0,127.0623870363897,4.429205822215747
4461,Bergen,60.39100242,5.324522256,200389.5,Norway,10370.0,390.20529694356264,1.9914460338826268
4462,Oslo,59.91669029,10.74997921,707500.0,Norway,5420.0,194.46227540200206,3.172867851279107
4463,Alayat Samail,23.3031887,57.97820756,32862.5,Oman,135.0,351.9766166248015,2.5053332223494587
4464,Dawwah,20.63301577,58.90802161,1485.5,Oman,43.0,45.07933585161049,5.499820721943738
4465,Mirbat,16.99243695,54.69179317,1120.0,Oman,1150.0,230.72456318554146,2.5710959308093977
4466,Ibri,23.22538983,56.51695308,101640.0,Oman,39.0,390.33513001199975,2.6411424055517005
4467,Salalah,17.02545819,54.08521521,183508.5,Oman,148.0,236.88599690021823,3.2058630621515167
4468,Suhar,24.36197335,56.73441896,129811.5,Oman,1840.0,357.46341614690806,2.2538109158301527
4469,As Sib,23.68024579,58.18253617,237816.0,Oman,38.0,444.97403234637574,2.5020217942849756
4470,Nizwa,22.92638999,57.53141313,70429.5,Oman,68.0,854.5573272904866,1.3267877463193634
4471,Sur,22.57581708,59.53480505,68738.0,Oman,246.0,661.9698843303867,1.514276194020428
4472,Muscat,23.61332481,58.59331213,660779.0,Oman,83.0,182.55753379504148,3.766157046423354
4473,Parachinar,33.89918276,70.10082678,55685.0,Pakistan,27.0,519.1653103349162,2.24298483484997
4474,Sialkote,32.5200163,74.5600378,477396.0,Pakistan,470.0,180.84024587158345,3.5135580949141327
4475,Sheikhu Pura,31.71998761,73.98999508,361303.0,Pakistan,64.0,421.89568792370403,2.5111131867757592
4476,Gujrat,32.5799868,74.08001542,301506.0,Pakistan,103.0,36.16329532202936,6.081846730719865
4477,Sahiwal,30.67173118,73.11180579,235695.0,Pakistan,82.0,318.424085967956,2.868323550021634
4478,Chiniot,31.71998761,72.97997921,201781.0,Pakistan,1540.0,257.01355147530006,2.7983847062349807
4479,Rahim Yar Khan,28.4202407,70.29518184,353203.0,Pakistan,30.0,166.1885139423611,4.059829618327816
4480,Mansehra,34.3417914,73.19681352,66486.0,Pakistan,13.0,479.66558867187825,2.5407620512255384
4481,Kohat,33.60268923,71.43268347,247227.0,Pakistan,3.0,454.4363355387053,3.1032443023051868
4482,Abbottabad,34.1495034,73.19950069,1032323.5,Pakistan,106.0,566.4004295449596,2.040452014793039
4483,Mardan,34.20004295,72.03998490000001,300424.0,Pakistan,151.0,609.6205199210109,1.8034420741048907
4484,Gwadar,25.13896812,62.32858801,37632.5,Pakistan,368.0,522.7082671940954,1.776714551122716
4485,Zhob,31.34897666,69.4385933,69446.5,Pakistan,760.0,158.91771707085618,3.5295479157262983
4486,Gilgit,35.91709576,74.30000199,124196.5,Pakistan,20.0,78.69176138835861,5.198870997786739
4487,Kasur,31.12537274,74.45503129,290643.0,Pakistan,226.0,89.22464980364458,4.637159541699342
4488,Kundian,32.45219098,71.47180253,35406.0,Pakistan,47.0,366.14602618492177,2.6293325949261765
4489,Okara,30.81040489,73.45002803,223648.0,Pakistan,13.0,300.1706661230692,3.328676073683468
4490,Jhang,31.2803762,72.32498043,341210.0,Pakistan,16.0,573.5276167800866,2.3249321486668064
4491,Sargodha,32.08536582,72.6749849,542603.0,Pakistan,13.0,636.2470546527585,2.2443628576276167
4492,Dera Ghazi Khan,30.06039899,70.63505774,236093.0,Pakistan,7570.0,646.9615045402489,1.2620634742858712
4493,Sadiqabad,28.300635600000003,70.13023067,189876.0,Pakistan,6570.0,460.02568980729467,1.7774024393280567
4494,Nawabshah,26.24543805,68.40000037,229504.0,Pakistan,20.0,367.78753390862806,2.922581618624995
4495,Bannu,32.98897992,70.59857418,586209.5,Pakistan,6.0,15.767809998941617,7.8961120579507
4496,Dera Ismail Khan,31.82899904,70.89855587,66676.5,Pakistan,39.0,377.4333864384608,2.6636681138271108
4497,Chaman,30.92504905,66.44632117,88568.0,Pakistan,5.0,292.9056460088934,3.5575517363664826
4498,Turbat,25.99178428,63.07179846,111742.5,Pakistan,14.0,403.92334678125104,2.817784097631649
4499,Faisalabad,31.40998069,73.10999711,2561797.5,Pakistan,7820.0,123.85111474788422,3.8878224005285063
4500,Rawalpindi,33.59997622,73.04002722,1800550.5,Pakistan,750.0,492.99832783051346,2.0170126022444133
4501,Bahawalpur,29.38997479,71.67499426,552607.0,Pakistan,181.0,180.0885634917395,3.6553494721419013
4502,Mirput Khas,25.53178652,69.01179765,286046.0,Pakistan,660.0,303.9666876595361,2.6595028033367694
4503,Sukkur,27.71356549,68.8485518,417767.0,Pakistan,3.0,216.71691651434497,4.2535102414354
4504,Saidu,34.75003522,72.34999182,1860310.0,Pakistan,9.0,469.3020844838439,2.8658362416610714
4505,Gujranwala,32.16042584,74.18502193,1448735.5,Pakistan,15.0,146.8499438015653,4.478505137088049
4506,Quetta,30.22000165,67.02499385,750837.5,Pakistan,55.0,306.72388558256125,3.062614910945883
4507,Larkana,27.56176597,68.20678218,364033.0,Pakistan,83.0,481.38948236284875,2.267242392237206
4508,Islamabad,33.69999595,73.16663448,690800.0,Pakistan,114.0,241.3839244081214,3.2964630782972377
4509,Multan,30.19997703,71.45500769,1479615.0,Pakistan,190.0,590.2505661993888,1.909325394334962
4510,Hyderabad,25.379987,68.37498897,1422665.0,Pakistan,140.0,755.8093181413202,1.5772758843523487
4511,Peshawar,34.00501609,71.53500281,1260886.5,Pakistan,27.0,432.93769419734025,2.7090150342528814
4512,Lahore,31.55997154,74.35002478,6443944.0,Pakistan,157.0,289.319756231537,3.0910499480563822
4513,Karachi,24.86999229,66.99000891,11877109.5,Pakistan,49.0,210.58073442598035,3.7924992200335694
4514,Koror,7.345226355,134.4695009,11200.0,Palau,1183.0,213.41444515733832,2.901099163729708
4515,Melekeok,7.487396173,134.6265485,7026.0,Palau,1380.0,69.58674777028511,4.52113629995625
4516,Ramallah,31.90294475,35.20620938,24599.0,Palestine,2970.0,655.7863455215694,1.172130674157053
4517,Al Khalil,31.54059287,35.09557328,220395.5,Palestine,235.0,617.8471621211293,1.7007849243613116
4518,Nablus,32.22148155,35.25442663,173153.5,Palestine,1170.0,231.03704477350385,2.9784867178668195
4519,Gaza,31.52999921,34.44501868,477460.5,Palestine,102.0,801.4362198408869,1.4767361411686866
4521,Penonome,8.509983132999999,-80.35998926,20580.0,Panama,370.0,359.57759034605647,2.2974581900917332
4522,Chitre,7.970016092000001,-80.42003727,44024.0,Panama,21.0,313.85906438309627,3.0422587408311634
4524,Bocas del Toro,9.335350084,-82.24747070000001,6484.0,Panama,420.0,395.8663921974039,2.041994991334056
4525,Almirante,9.30001243,-82.3999681,7442.5,Panama,7.0,487.3873860312971,2.508529679489647
4526,Las Tablas,7.760390644,-80.28001998,9964.0,Panama,2070.0,190.20900280267315,3.007063222434334
4527,Santiago,8.100369892,-80.98333622,45655.0,Panama,2320.0,164.95527395699295,3.3263478020322363
4528,La Palma,8.398181172000001,-78.14022811,1845.0,Panama,134.0,376.07232599039185,2.159887016470174
4529,Colon,9.365021382,-79.8749801,170488.0,Panama,107.0,424.15729862058305,2.3710304517557232
4530,Balboa,8.949982116000001,-79.56665267,62882.0,Panama,4.0,411.47789131741547,3.083146102676714
4531,Puerto Armuelles,8.280023008999999,-82.87001693,22971.0,Panama,8570.0,234.0493133740803,2.63094510356461
4532,David,8.433321146,-82.43332524,96448.0,Panama,1183.0,457.54712805429693,1.9068018424030522
4533,Panama City,8.96801719,-79.53303715,844584.0,Panama,3070.0,283.9950546198438,2.66371820512264
4534,Wabag,-5.490000005,143.71800369999997,3958.0,Papua New Guinea,10.0,73.09024968595273,5.209799425554843
4535,Vanimo,-2.690000936,141.3039966,11204.0,Papua New Guinea,82.0,133.6382651066159,3.9607255441696694
4536,Kundiawa,-6.0229978829999995,144.9600127,9383.0,Papua New Guinea,15.0,567.8259461562559,2.1033000552034866
4537,Kerema,-7.927001897,145.83799869999999,5646.0,Papua New Guinea,4320.0,80.30849684998788,4.178554724693311
4538,Arawa,-6.228000033,155.5659907,40266.0,Papua New Guinea,12.0,198.85292616925238,3.8554503599663663
4539,Lorengau,-2.032001997,147.2799966,5806.0,Papua New Guinea,2570.0,139.01260709418986,3.4109230505006285
4540,Kimbe,-5.55000289,150.14301369999998,18847.0,Papua New Guinea,13.0,578.9404277513229,2.164147370499702
4541,Daru,-9.109151958,143.2337226,15214.0,Papua New Guinea,3190.0,739.2967123534243,0.9465845993837051
4542,Sohano,-5.429742201,154.6711375,2338.0,Papua New Guinea,1170.0,338.90970775535635,2.0643514025627985
4543,Kieta,-6.216275616,155.6333321,5284.5,Papua New Guinea,12.0,418.07974596791917,2.571672297367663
4544,Mendi,-6.144393697999999,143.64522659999997,21685.5,Papua New Guinea,111.0,956.9293235938973,0.989082425137552
4546,Alotau,-10.30207273,150.4590743,11624.0,Papua New Guinea,18.0,291.1322637970739,3.0893642336773173
4547,Popondetta,-8.769194724,148.2484082,25192.0,Papua New Guinea,28.0,585.3563155229964,1.9962384685189085
4549,Wewak,-3.5534924119999998,143.6367,21686.5,Papua New Guinea,68.0,255.76330658636098,3.068281333451888
4550,Madang,-5.224811586,145.785251,44721.0,Papua New Guinea,128.0,215.4423482896084,3.2767586961976716
4551,Kavieng,-2.581284323,150.8129765,17109.0,Papua New Guinea,27.0,847.6601776491069,1.4127750158425936
4552,Goroka,-6.083312155,145.3854821,29101.0,Papua New Guinea,3.0,689.833438729872,2.3269706392950993
4553,Mt. Hagen,-5.86322223,144.2168196,46343.5,Papua New Guinea,5.0,577.345276040071,2.4861373831708025
4554,Rabaul,-4.205490385,152.14343069999998,5894.0,Papua New Guinea,6.0,451.88961743026107,2.6447853869494233
4555,Lae,-6.732988262,146.9900354,103653.5,Papua New Guinea,108.0,469.62634004327015,2.183299132564187
4556,Port Moresby,-9.464707826,147.19250359999998,267434.5,Papua New Guinea,139.0,495.03231478203674,2.124343566026509
4557,Mariscal Estigarribia,-22.03000205,-60.60999555,2250.0,Paraguay,111.0,241.71039778392495,2.8766888373673734
4558,Caacupe,-25.38700191,-57.14000047,21696.0,Paraguay,15.0,986.3444874639932,1.3324634125002623
4560,Arroyos y Esteros,-25.04995807,-57.08998845,2755.0,Paraguay,368.0,28.486613704812893,5.887394091436442
4561,Villa Hayes,-25.09000731,-57.52998743,15643.0,Paraguay,111.0,397.07757411927685,2.2970142531218096
4564,Pozo Colorado,-23.43000527,-58.85998377,2135.0,Paraguay,3570.0,247.54332131305105,2.4185168796416194
4565,San Pedro,-24.08996499,-57.07998906,7351.0,Paraguay,3.0,147.200177811886,4.5506889837911695
4566,San Lorenzo,-25.34001788,-57.52003972,385532.0,Paraguay,226.0,475.6149811516798,2.1364081300253184
4567,Ypacarai,-25.40998777,-57.27997685,23805.5,Paraguay,220.0,560.7690286527227,1.7051258380739047
4568,San Juan Bautista,-26.67998777,-57.15001062,7882.0,Paraguay,361.0,134.351087020852,3.7064935688469256
4569,Paraguari,-25.62000079,-57.16001001,14480.0,Paraguay,97.0,477.213679825831,2.034195706427444
4570,Nacunday,-26.02002806,-54.76994918,1185.0,Paraguay,69.0,660.0289282081814,1.3697492684374362
4571,Coronel Oviedo,-25.44998533,-56.4399506,69693.5,Paraguay,9.0,464.30074889526725,2.6857769675197884
4572,Caazapa,-26.20001707,-56.38000594,5504.0,Paraguay,52.0,240.5100712016769,3.0966663603900617
4574,Encarnacion,-27.34718482,-55.87391878,251813.5,Paraguay,68.0,344.17753829749313,2.7867631448563848
4575,Coronel Bogado,-27.17003538,-56.25003972,14297.0,Paraguay,3.0,314.50830459100445,3.461744516053272
4576,Fuerte Olimpo,-21.06958087,-57.89999068,2475.0,Paraguay,69.0,552.5386115748622,1.7143657955207858
4577,Capitan Pablo Lagerenza,-19.91611123,-60.78327722,1200.0,Paraguay,132.0,303.2741626046328,2.4427241577872447
4578,La Victoria,-22.28960976,-57.93998824,5000.0,Paraguay,32.0,161.37772534672905,3.782558028486649
4579,Horqueta,-23.33962319,-57.05001673,13351.0,Paraguay,46.0,450.5470079356175,2.245153892409634
4580,Belen,-23.46948606,-57.23997929,6490.0,Paraguay,25.0,43.63776357192577,5.796403184199303
4581,Rosario,-24.41960895,-57.10001367,3639.0,Paraguay,13.0,698.2753134900896,1.7410639832585295
4582,Ita,-25.50961994,-57.36002364,29774.5,Paraguay,770.0,727.6674873190435,1.1690069681606228
4583,Pilar,-26.86948525,-58.29999211,28435.0,Paraguay,9.0,425.7083414121593,2.753435790058912
4584,Pedro Juan Caballero,-22.54458128,-55.75999211,66029.0,Paraguay,3920.0,137.64858829426788,3.573902905341516
4585,Bella Vista,-22.12961953,-56.519997399999994,11252.5,Paraguay,2540.0,261.02642070587535,2.5199215063088336
4586,Abai,-26.0295882,-55.94000696,2788.5,Paraguay,7630.0,127.64839949164094,3.372869549153473
4587,Ygatimi,-24.079629699999998,-55.49998214,2809.0,Paraguay,2230.0,216.37733641990536,2.6931288516003127
4588,Hohenau,-27.07954995,-55.74996688,5306.0,Paraguay,7070.0,426.801640398514,1.6195111989579802
4589,Concepcion,-23.40638914,-57.43441187,53620.5,Paraguay,3620.0,309.9279207724113,2.344679866212463
4590,Villarrica,-25.750018700000002,-56.43331018,41157.0,Paraguay,153.0,150.11525362666825,3.787217863972184
4591,Filadelfia,-22.33999428,-60.02998987,9259.0,Paraguay,105.0,213.06668506280806,3.203560422012447
4592,Ciudad del Este,-25.51669961,-54.61605676,320872.0,Paraguay,3190.0,912.4551731186846,0.8364661578124201
4593,Asuncion,-25.29640298,-57.64150517,940846.5,Paraguay,4.0,178.76258586064728,4.508024290586077
4594,Ferrenafe,-6.629997133,-79.80002344,42270.5,Peru,3190.0,804.6561363930858,0.8947640884559087
4595,Motupe,-6.1500264289999995,-79.71000309,9048.0,Peru,15.0,469.62914652132025,2.3879118495901404
4596,Mollendo,-17.02000893,-72.01998153,38993.0,Peru,97.0,19.420814582401658,6.835299095750359
4597,Urubamba,-13.30421507,-72.11661646,5985.0,Peru,8.0,215.29987442835375,3.6887944193230746
4598,Santo Tomas,-14.46001015,-72.0800037,3695.5,Peru,70.0,341.5330944521431,2.478124401907528
4599,Putina,-15.47002602,-69.42998458,8118.0,Peru,8070.0,608.4174767851115,1.1079681294022314
4600,Casma,-9.440006491,-78.20999129,27421.0,Peru,760.0,544.3117821210042,1.604513137185863
4602,Huamachuco,-7.810028464,-78.04994938,26301.5,Peru,1070.0,71.35417725930978,4.616848532992227
4603,Otuzco,-7.899997132999999,-78.56999516,8754.5,Peru,244.0,168.4605338137025,3.427713331638611
4604,Lamas,-6.43000934,-76.52001693,13098.0,Peru,4.0,388.7228225681802,3.052798826288541
4605,Nauta,-4.570019512,-73.78002914,2308.5,Peru,414.0,91.52185336393019,4.1506558496349
4606,Puquio,-14.699995499999998,-74.12998194,9027.5,Peru,5.0,551.5230806901591,2.4298946774703047
4607,Chosica,-11.93003538,-76.71000533,44572.5,Peru,47.0,639.6571858323252,1.800951265280941
4608,Satipo,-11.25999876,-74.69002527,15532.0,Peru,31.0,268.49579394409034,3.117229835458191
4609,Tarma,-11.41001544,-75.72998763,25906.0,Peru,330.0,419.820421601694,2.0952742132547675
4610,La Oroya,-11.52003457,-75.94000065,33345.0,Peru,3.0,187.4147285996159,4.307018135791803
4611,Huaura,-11.06001097,-77.59997685,30561.5,Peru,6910.0,64.00994574092931,4.60839811031197
4612,Huacho,-11.11003375,-77.61994979,67509.5,Peru,6910.0,331.4650696508221,2.2013410413903527
4613,Pimentel,-6.82962319,-79.92998967,14422.5,Peru,57.0,202.66785022663558,3.418574387315261
4614,Olmos,-5.979597556,-79.74997481,7579.5,Peru,103.0,342.155730205432,2.4747985556271948
4615,Sechura,-5.55962319,-80.81998702,15811.0,Peru,7270.0,91.44543372963032,4.025322874111134
4616,Chulucanas,-5.089574362,-80.17000086,60435.0,Peru,1070.0,489.6024646979777,1.783483119569993
4617,Sullana,-4.8895865689999995,-80.67999557,114496.5,Peru,32.0,116.06714504720979,4.514553582300842
4618,Abancay,-13.63959511,-72.89000594,53981.0,Peru,6920.0,318.80028738242464,2.2446530502693056
4619,Camana,-16.61961994,-72.71999048,18695.0,Peru,202.0,197.41027058962297,3.2764954272295026
4620,Sicuani,-14.28958128,-71.22997807,20924.5,Peru,9.0,127.91001723656994,4.542524916250486
