,Year,temp,Fit
3001,2003.333333,9.702301,9.6873035
3002,2003.416667,9.6891088,9.6899433
3003,2003.5,9.7823191,9.6923571
3004,2003.583333,9.744525,9.6946745
3005,2003.666667,9.7758694,9.6971035
3006,2003.75,9.7986269,9.6995258
3007,2003.833333,9.8056784,9.7023563
3008,2003.916667,9.7503805,9.7046471
3009,2004,9.736825,9.7061901
3010,2004.083333,9.680109,9.7072439
3011,2004.166667,9.6324606,9.7092304
3012,2004.25,9.6053171,9.7102947
3013,2004.333333,9.5829592,9.7117767
3014,2004.416667,9.6315384,9.7132053
3015,2004.5,9.5641403,9.7148552
3016,2004.583333,9.589467,9.7164516
3017,2004.666667,9.5459175,9.7184572
3018,2004.75,9.5612793,9.7209702
3019,2004.833333,9.5965137,9.722868
3020,2004.916667,9.6565161,9.7248096
3021,2005,9.6986647,9.7275333
3022,2005.083333,9.7678671,9.730773
3023,2005.166667,9.7983856,9.733428
3024,2005.25,9.8460655,9.7360487
3025,2005.333333,9.8831606,9.7386551
3026,2005.416667,9.8901949,9.7410803
3027,2005.5,9.9370413,9.7436075
3028,2005.583333,9.9008522,9.7465334
3029,2005.666667,9.9429216,9.7489843
3030,2005.75,9.928793,9.7505703
3031,2005.833333,9.878911,9.7531404
3032,2005.916667,9.8387117,9.7556868
3033,2006,9.8348484,9.7576246
3034,2006.083333,9.8254833,9.7592754
3035,2006.166667,9.8591309,9.7610397
3036,2006.25,9.8326845,9.7633276
3037,2006.333333,9.8087692,9.7655354
3038,2006.416667,9.7743387,9.7674561
3039,2006.5,9.7861891,9.7693558
3040,2006.583333,9.8804998,9.7709684
3041,2006.666667,9.8675079,9.7726469
3042,2006.75,9.8856897,9.7745667
3043,2006.833333,9.9497747,9.7762585
3044,2006.916667,10.0086994,9.7778816
3045,2007,9.9978037,9.7798519
3046,2007.083333,10.0075111,9.7819653
3047,2007.166667,9.9887867,9.7835312
3048,2007.25,9.9953146,9.7855129
3049,2007.333333,9.9962969,9.7874918
3050,2007.416667,10.0030127,9.7897205
3051,2007.5,9.9616404,9.7918119
3052,2007.583333,9.8260422,9.7942972
3053,2007.666667,9.7667246,9.7962084
3054,2007.75,9.7968645,9.7976246
3055,2007.833333,9.7562962,9.7984085
3056,2007.916667,9.722558,9.800313
3057,2008,9.7141094,9.8021288
3058,2008.083333,9.7092123,9.80404
3059,2008.166667,9.6800489,9.8061619
3060,2008.25,9.665205,9.80832
3061,2008.333333,9.6708822,9.8101473
3062,2008.416667,9.6820669,9.8118382
3063,2008.5,9.6688719,9.813489
3064,2008.583333,9.7312336,9.8149633
3065,2008.666667,9.7741575,9.8166294
3066,2008.75,9.7060566,9.8193645
3067,2008.833333,9.7219286,9.8216152
3068,2008.916667,9.7266951,9.8232756
3069,2009,9.7267685,9.82481
3070,2009.083333,9.7247515,9.8262758
3071,2009.166667,9.7503729,9.8280087
3072,2009.25,9.7782135,9.8296738
3073,2009.333333,9.7515945,9.831048
3074,2009.416667,9.7355108,9.8328743
3075,2009.5,9.7296762,9.8345442
3076,2009.583333,9.7365408,9.83603
3077,2009.666667,9.7605562,9.8383598
3078,2009.75,9.8092051,9.840601
3079,2009.833333,9.8337507,9.843503
3080,2009.916667,9.8593922,9.8461723
3081,2010,9.8826113,9.8486757
3082,2010.083333,9.8925629,9.8508234
3083,2010.166667,9.9036484,9.8529787
3084,2010.25,9.8790627,9.8549232
3085,2010.333333,9.9113226,9.8576107
3086,2010.416667,9.9571638,9.8601055
3087,2010.5,9.9637718,9.8624258
3088,2010.583333,9.9238358,9.8650608
3089,2010.666667,9.8683977,9.8669291
3090,2010.75,9.8233099,9.868206
3091,2010.833333,9.8025303,9.8690042
3092,2010.916667,9.7729845,9.8701744
3093,2011,9.767312,9.8717632
3094,2011.083333,9.7859049,9.8739309
3095,2011.166667,9.7988653,9.8757839
3096,2011.25,9.804656,9.8778925
3097,2011.333333,9.7864094,9.8795624
3098,2011.416667,9.7231445,9.8811083
